site,species,plant_no,wet_weight_g,psi_bars
laselva,serpocaulon_loriciforme,10,0.5903,5.4
laselva,serpocaulon_loriciforme,10,0.5872,6
laselva,serpocaulon_loriciforme,10,0.5795,6.8
laselva,serpocaulon_loriciforme,10,0.5727,7.4
laselva,serpocaulon_loriciforme,10,0.5591,8.2
laselva,serpocaulon_loriciforme,10,0.5529,8.2
laselva,serpocaulon_loriciforme,10,0.539,7.8
laselva,serpocaulon_loriciforme,10,0.441,12.1
laselva,serpocaulon_loriciforme,9,1.0675,2
laselva,serpocaulon_loriciforme,9,1.057,2.8
laselva,serpocaulon_loriciforme,9,1.0494,3.4
laselva,serpocaulon_loriciforme,9,1.0422,5.2
laselva,serpocaulon_loriciforme,9,1.0338,6.2
laselva,serpocaulon_loriciforme,9,1.0284,7.5
laselva,serpocaulon_loriciforme,9,1.0225,7.6
laselva,serpocaulon_loriciforme,9,0.9971,7
laselva,serpocaulon_loriciforme,9,0.9875,8
laselva,serpocaulon_loriciforme,9,0.9547,8.4
laselva,serpocaulon_loriciforme,9,0.8725,8.5
laselva,serpocaulon_loriciforme,9,0.7559,13
laselva,serpocaulon_loriciforme,3,0.4946,3.6
laselva,serpocaulon_loriciforme,3,0.4838,4.6
laselva,serpocaulon_loriciforme,3,0.4805,4.6
laselva,serpocaulon_loriciforme,3,0.4735,5
laselva,serpocaulon_loriciforme,3,0.4716,5.5
laselva,serpocaulon_loriciforme,3,0.467,6.7
laselva,serpocaulon_loriciforme,3,0.4572,7.5
laselva,serpocaulon_loriciforme,3,0.3624,12.9
laselva,serpocaulon_loriciforme,4,0.4304,1.8
laselva,serpocaulon_loriciforme,4,0.4251,4.2
laselva,serpocaulon_loriciforme,4,0.4219,5.6
laselva,serpocaulon_loriciforme,4,0.4195,6
laselva,serpocaulon_loriciforme,4,0.4136,6.7
laselva,serpocaulon_loriciforme,4,0.4093,6.8
laselva,serpocaulon_loriciforme,4,0.406,7.1
laselva,serpocaulon_loriciforme,4,0.4016,7.4
laselva,serpocaulon_loriciforme,4,0.3943,7.5
laselva,serpocaulon_loriciforme,4,0.3891,8
laselva,serpocaulon_loriciforme,4,0.3832,7.4
laselva,serpocaulon_loriciforme,4,0.3759,7.6
laselva,serpocaulon_loriciforme,4,0.3695,7.6
laselva,serpocaulon_loriciforme,4,0.346,6
laselva,serpocaulon_loriciforme,4,0.3354,4.8
laselva,serpocaulon_loriciforme,4,0.2432,13.2
laselva,serpocaulon_loriciforme,12,0.6712,3.1
laselva,serpocaulon_loriciforme,12,0.6671,3.6
laselva,serpocaulon_loriciforme,12,0.663,4.2
laselva,serpocaulon_loriciforme,12,0.6575,4.8
laselva,serpocaulon_loriciforme,12,0.649,5.4
laselva,serpocaulon_loriciforme,12,0.6382,8.1
laselva,serpocaulon_loriciforme,12,0.6321,8.7
laselva,serpocaulon_loriciforme,12,0.6068,9.9
laselva,serpocaulon_loriciforme,12,0.5526,11.3
laselva,serpocaulon_loriciforme,12,0.4692,15
laselva,serpocaulon_loriciforme,6,0.8516,3
laselva,serpocaulon_loriciforme,6,0.8405,4.1
laselva,serpocaulon_loriciforme,6,0.835,4.5
laselva,serpocaulon_loriciforme,6,0.8262,5.5
laselva,serpocaulon_loriciforme,6,0.818,6.9
laselva,serpocaulon_loriciforme,6,0.8126,6.4
laselva,serpocaulon_loriciforme,6,0.8018,6
laselva,serpocaulon_loriciforme,6,0.7904,6.6
laselva,serpocaulon_loriciforme,6,0.7731,7.3
laselva,serpocaulon_loriciforme,6,0.7575,7.8
laselva,serpocaulon_loriciforme,6,0.6156,12.4
laselva,tectaria_incisa,1,2.6489,2.8
laselva,tectaria_incisa,1,2.6023,6
laselva,tectaria_incisa,1,2.581,9.9
laselva,tectaria_incisa,1,2.5376,10.9
laselva,tectaria_incisa,1,2.4711,11
laselva,tectaria_incisa,1,2.2746,12
laselva,tectaria_incisa,2,3.7433,2.5
laselva,tectaria_incisa,2,3.6897,3.5
laselva,tectaria_incisa,2,3.6446,5.8
laselva,tectaria_incisa,2,3.6073,7.5
laselva,tectaria_incisa,2,3.536,9
laselva,tectaria_incisa,2,3.4622,9.1
laselva,tectaria_incisa,2,3.2175,10.1
laselva,tectaria_incisa,2,3.4082,11
laselva,tectaria_incisa,3,3.2035,2
laselva,tectaria_incisa,3,3.1074,4.7
laselva,tectaria_incisa,3,3.0894,7
laselva,tectaria_incisa,3,2.995,8
laselva,tectaria_incisa,3,2.9339,8.2
laselva,tectaria_incisa,3,2.8218,9
laselva,tectaria_incisa,3,2.6763,9.9
laselva,tectaria_incisa,4,3.3961,3
laselva,tectaria_incisa,4,3.3871,5
laselva,tectaria_incisa,4,3.331,9.1
laselva,tectaria_incisa,4,3.2975,10.1
laselva,tectaria_incisa,4,3.2695,10.6
laselva,tectaria_incisa,4,3.2388,10.6
laselva,tectaria_incisa,4,3.1907,10.6
laselva,tectaria_incisa,4,3.1,11.4
laselva,tectaria_incisa,4,2.8181,12.8
laselva,tectaria_incisa,5,2.8737,3
laselva,tectaria_incisa,5,2.8395,8
laselva,tectaria_incisa,5,2.8127,8
laselva,tectaria_incisa,5,2.7719,8
laselva,tectaria_incisa,5,2.7271,8.5
laselva,tectaria_incisa,5,2.6743,9.2
laselva,tectaria_incisa,5,2.4158,10.9
laselva,tectaria_incisa,5,2.032,10.9
laselva,tectaria_incisa,6,3.5157,2
laselva,tectaria_incisa,6,3.4603,3
laselva,tectaria_incisa,6,3.4373,4.9
laselva,tectaria_incisa,6,3.4202,6.3
laselva,tectaria_incisa,6,3.3934,7.1
laselva,tectaria_incisa,6,3.3714,8.2
laselva,tectaria_incisa,6,3.2916,10
laselva,tectaria_incisa,6,3.2594,10.2
laselva,tectaria_incisa,6,3.1947,10
laselva,thelypteris_curtii,1,1.3618,2
laselva,thelypteris_curtii,1,1.317,3.8
laselva,thelypteris_curtii,1,1.3081,6.1
laselva,thelypteris_curtii,1,1.2939,9
laselva,thelypteris_curtii,1,1.2675,11.2
laselva,thelypteris_curtii,1,1.2148,13.5
laselva,thelypteris_curtii,1,1.1744,14
laselva,thelypteris_curtii,1,1.1021,15.8
laselva,thelypteris_curtii,2,1.4008,3.5
laselva,thelypteris_curtii,2,1.3718,6
laselva,thelypteris_curtii,2,1.3625,9
laselva,thelypteris_curtii,2,1.35,10.5
laselva,thelypteris_curtii,2,1.3231,11.8
laselva,thelypteris_curtii,2,1.274,13
laselva,thelypteris_curtii,2,1.2194,14
laselva,thelypteris_curtii,2,1.1799,14.8
laselva,thelypteris_curtii,3,0.9617,3
laselva,thelypteris_curtii,3,0.944,8.8
laselva,thelypteris_curtii,3,0.9334,11.1
laselva,thelypteris_curtii,3,0.9259,12.4
laselva,thelypteris_curtii,3,0.9071,14.1
laselva,thelypteris_curtii,3,0.8746,14.2
laselva,thelypteris_curtii,3,0.8488,14.9
laselva,thelypteris_curtii,4,0.937,3
laselva,thelypteris_curtii,4,0.9209,6
laselva,thelypteris_curtii,4,0.8854,10.2
laselva,thelypteris_curtii,4,0.801,12.5
laselva,thelypteris_curtii,4,0.7532,14.1
laselva,thelypteris_curtii,4,0.7118,15.9
laselva,thelypteris_curtii,4,0.6869,17
laselva,thelypteris_curtii,5,1.0527,3.8
laselva,thelypteris_curtii,5,1.04014,7.5
laselva,thelypteris_curtii,5,1.0263,8.2
laselva,thelypteris_curtii,5,1.013,9.6
laselva,thelypteris_curtii,5,1.0016,10.4
laselva,thelypteris_curtii,5,0.978,11
laselva,thelypteris_curtii,5,0.9453,11.8
laselva,thelypteris_curtii,5,0.9283,12.7
laselva,thelypteris_curtii,5,0.6786,18
laselva,thelypteris_curtii,6,1.3078,3.2
laselva,thelypteris_curtii,6,1.2905,11
laselva,thelypteris_curtii,6,1.272,9.9
laselva,thelypteris_curtii,6,1.2632,12.1
laselva,thelypteris_curtii,6,1.2185,12.4
laselva,thelypteris_curtii,6,1.1572,13.5
laselva,thelypteris_curtii,6,1.0678,14.2
laselva,thelypteris_curtii,6,1.0306,16.1
laselva,thelypteris_curtii,6,0.7711,17.1
laselva,thelypteris_dentata,2,1.3357,7
laselva,thelypteris_dentata,2,1.3206,8.9
laselva,thelypteris_dentata,2,1.3006,10
laselva,thelypteris_dentata,2,1.2796,11
laselva,thelypteris_dentata,2,1.2644,11
laselva,thelypteris_dentata,2,1.2192,12
laselva,thelypteris_dentata,4,0.5624,7
laselva,thelypteris_dentata,4,0.5536,7
laselva,thelypteris_dentata,4,0.5405,9.7
laselva,thelypteris_dentata,4,0.5255,10.6
laselva,thelypteris_dentata,4,0.5167,10.6
laselva,thelypteris_dentata,4,0.508,11
laselva,thelypteris_dentata,4,0.4822,12
laselva,thelypteris_dentata,6,0.6825,4
laselva,thelypteris_dentata,6,0.6727,4
laselva,thelypteris_dentata,6,0.6594,5.8
laselva,thelypteris_dentata,6,0.6496,7
laselva,thelypteris_dentata,6,0.6348,9
laselva,thelypteris_dentata,6,0.6244,10
laselva,thelypteris_dentata,6,0.6135,11
laselva,thelypteris_dentata,6,0.5723,12.1
laselva,thelypteris_nicaraguensis,1,0.8122,9
laselva,thelypteris_nicaraguensis,1,0.8028,13
laselva,thelypteris_nicaraguensis,1,0.7899,14.5
laselva,thelypteris_nicaraguensis,1,0.7752,15.2
laselva,thelypteris_nicaraguensis,1,0.7529,16.4
laselva,thelypteris_nicaraguensis,1,0.721,17.7
laselva,thelypteris_nicaraguensis,1,0.6641,19.9
laselva,thelypteris_nicaraguensis,2,2.36,5.1
laselva,thelypteris_nicaraguensis,2,2.3131,9
laselva,thelypteris_nicaraguensis,2,2.2787,12.5
laselva,thelypteris_nicaraguensis,2,2.2419,14.2
laselva,thelypteris_nicaraguensis,2,2.1967,14.2
laselva,thelypteris_nicaraguensis,2,2.1353,15
laselva,thelypteris_nicaraguensis,2,2.0889,15.5
laselva,thelypteris_nicaraguensis,2,1.9901,16.6
laselva,thelypteris_nicaraguensis,2,1.6732,21.8
laselva,thelypteris_nicaraguensis,3,1.8674,3.5
laselva,thelypteris_nicaraguensis,3,1.8383,10
laselva,thelypteris_nicaraguensis,3,1.7788,14
laselva,thelypteris_nicaraguensis,3,1.7669,15.8
laselva,thelypteris_nicaraguensis,3,1.7009,16
laselva,thelypteris_nicaraguensis,3,1.6409,17.1
laselva,thelypteris_nicaraguensis,3,1.4319,21.5
laselva,thelypteris_nicaraguensis,6,1.7212,3
laselva,thelypteris_nicaraguensis,6,1.6972,9.9
laselva,thelypteris_nicaraguensis,6,1.6868,11
laselva,thelypteris_nicaraguensis,6,1.6667,11.5
laselva,thelypteris_nicaraguensis,6,1.6365,12
laselva,thelypteris_nicaraguensis,6,1.6092,12.3
laselva,thelypteris_nicaraguensis,6,1.5758,12.8
laselva,thelypteris_nicaraguensis,6,1.5432,14
laselva,thelypteris_nicaraguensis,6,1.5048,14
laselva,thelypteris_nicaraguensis,6,1.4608,14.8
laselva,thelypteris_nicaraguensis,6,1.3933,15.5
laselva,thelypteris_nicaraguensis,6,1.3363,16.2
laselva,thelypteris_nicaraguensis,4,0.8953,2.8
laselva,thelypteris_nicaraguensis,4,0.8836,6
laselva,thelypteris_nicaraguensis,4,0.8755,10
laselva,thelypteris_nicaraguensis,4,0.8651,13
laselva,thelypteris_nicaraguensis,4,0.8461,13.9
laselva,thelypteris_nicaraguensis,4,0.8277,15
laselva,thelypteris_nicaraguensis,4,0.7981,15
laselva,thelypteris_nicaraguensis,4,0.722,17
laselva,thelypteris_nicaraguensis,4,0.6922,18.5
