site,date,species,niche,plant_no,wet_weight_g,psi_bars,qc
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,1.8165,init,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,1.786,2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,1.7697,2.3,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,1.7469,2.9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,1.7351,4.9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,1.7222,6.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,1.7125,9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,1.6994,10,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,0.6923,13.4,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,1.6323,14.8,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,1,1.6075,15,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.8046,init,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.7798,2.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.7661,2.9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.7155,4,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.7094,4.8,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.6989,6.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.6912,7.8,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.6855,7.9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.6763,8,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.6577,9.9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.6399,11.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.6304,11.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,2,1.5029,11.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,4.0878,init,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,4.0573,2.8,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,4.0373,4.9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,4.0238,7,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,4.0101,8.1,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,3.9938,10.1,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,3.9735,11.3,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,3.9571,12.1,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,3.945,12,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,3.9063,1,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,3,3.8473,13.9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,4,1.8838,init,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,4,1.8691,2.5,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,4,1.8625,4.1,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,4,1.8562,4,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,4,1.8502,8.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,4,1.8127,10.8,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,4,1.7844,12,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,4,1.6884,12.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,5,1.4444,init,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,5,1.4046,2.8,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,5,1.3776,3.1,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,5,1.3514,3.9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,5,1.2969,8,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,5,1.2763,10.5,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,5,1.2521,13.6,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,5,1.2172,14.9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,5,1.1618,15.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.23,init,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.217,4.9,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.2128,5.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.2091,7,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.2049,7.2,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.1991,8,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.1945,8.8,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.1909,10,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.1862,11,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.1587,12.1,
laselva,10/7/2017,mickelia_nicotianifolia,terrestrial,6,1.1502,12.1,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.9567,init,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.9233,1.3,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.9046,2.8,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.8902,3,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.8796,3.6,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.8689,4,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.8545,5.2,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.8386,6.1,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.8167,6.7,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.7767,7.8,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.7462,8,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.7162,8.9,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.6194,10.7,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,1,0.6051,12.5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.6594,init,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.647,2,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.6396,3.1,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.6347,4.2,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.6194,5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.6139,5.9,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.6031,6.5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.594,7.3,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.5778,7.3,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.5604,8,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.6497,8.6,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.5204,11,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.4926,11,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,2,0.4369,11.2,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.3831,init,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.3729,1.5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.3681,2.7,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.3627,3.1,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.361,4,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.3571,5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.3543,6,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.3473,6.8,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.3425,7.2,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.3375,7.2,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.3104,8.1,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,3,0.2758,9,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.8435,init,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.821,0.7,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7979,1.7,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7842,2.7,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7745,2.8,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7638,3.3,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7623,3.9,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7587,4.6,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7519,5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7458,7,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7382,7,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7288,9.1,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7239,9,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.7144,10.5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.6994,10.5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,6,0.6601,10.5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.6016,init,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.5743,1.5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.5579,2,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.538,2.3,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.5255,2.4,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.5024,3,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.4778,3.5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.4474,5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.1435,5.3,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.0387,6.7,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.011,7.8,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.0076,8.2,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,8,1.1023,8.8,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,1.1851,init,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,1.1752,1.5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,1.1672,3,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,1.1428,3,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,1.1258,4,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,1.1049,5.2,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,1.0834,5.9,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,1.0327,7.9,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,1.0137,8.9,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,0.9592,10.5,
laselva,20/7/2017,nephrolepis biserrata,terrestrial,9,0.8766,11,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,1,0.4612,init,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,1,0.457,3.5,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,1,0.4535,6.5,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,1,0.4518,7.9,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,1,0.4507,9,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,1,0.449,12.4,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,1,0.4468,12.5,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,1,0.4453,14,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,1,0.4412,14.5,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,2,0.5734,init,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,2,0.5694,2.2,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,2,0.5667,3.5,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,2,0.5649,4.2,
laselva,20/7/2017,nephrolepis_rivularis,epiphyte,2,0.5643,5.5,
