site,date,species,niche,plant_no,wet_weight_g,psi_bars,qc
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8945,init,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8863,2,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8785,2.4,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8776,2.8,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.875,2.9,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8698,4,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8704,5,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8681,6.5,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8661,6.5,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8589,8,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8493,9.9,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8325,10.2,
laselva,8/7/2017,asplenium_auritum,epiphyte,1,0.8258,11.1,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.1734,init,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.1602,1.9,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.1526,2,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.1487,2.1,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.1418,2.3,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.1309,2.9,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.1201,4,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.1185,7.1,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.1005,9,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.0969,12.2,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.0737,13,
laselva,8/7/2017,asplenium_auritum,epiphyte,3,1.0567,13,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.6888,init,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.6821,1,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.678,1.5,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.6699,2.1,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.6572,2,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.6469,2,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.6361,3.1,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.6203,6,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.6091,6.9,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.6002,8,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.5875,8.8,
laselva,8/7/2017,asplenium_auritum,epiphyte,4,0.5761,9,
laselva,8/7/2017,asplenium_auritum,epiphyte,5,1.3791,init,
laselva,8/7/2017,asplenium_auritum,epiphyte,5,1.37,1.8,
laselva,8/7/2017,asplenium_auritum,epiphyte,5,1.3381,2,
laselva,8/7/2017,asplenium_auritum,epiphyte,5,1.3271,2.3,
laselva,8/7/2017,asplenium_auritum,epiphyte,5,1.3148,2.6,
laselva,8/7/2017,asplenium_auritum,epiphyte,5,1.3052,5,
laselva,8/7/2017,asplenium_auritum,epiphyte,5,1.2598,12.1,
laselva,8/7/2017,asplenium_auritum,epiphyte,5,1.2388,14,
laselva,8/7/2017,asplenium_auritum,epiphyte,5,1.2232,14.9,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.3119,init,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.3042,1.8,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.2971,2.2,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.2906,2.6,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.2826,2.8,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.2575,2.9,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.242,2.9,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.2147,3.5,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.1862,5.9,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.163,6.8,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.148,7,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.111,7.8,
laselva,8/7/2017,asplenium_auritum,epiphyte,6,1.0857,8.8,
laselva,8/7/2017,asplenium_auritum,epiphyte,2,0.8244,init,
laselva,8/7/2017,asplenium_auritum,epiphyte,2,0.8185,2.58,
laselva,8/7/2017,asplenium_auritum,epiphyte,2,0.8109,8,
laselva,8/7/2017,asplenium_auritum,epiphyte,2,0.8095,8.1,
laselva,8/7/2017,asplenium_auritum,epiphyte,2,0.8065,8.4,
laselva,8/7/2017,asplenium_auritum,epiphyte,2,0.8007,10.5,
laselva,8/7/2017,asplenium_auritum,epiphyte,2,0.7926,11.7,
laselva,8/7/2017,asplenium_auritum,epiphyte,2,0.7785,12.7,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.5592,init,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.5324,0.1,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.5252,1,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.5184,1,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.5152,1.5,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.5109,2,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.5062,2,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.4986,3.9,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.4912,4.9,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.4865,5.2,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.4711,7,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.4631,7,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.4521,8,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.4396,8.9,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.4213,10.5,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.4054,12,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.346,12.1,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,1,1.1806,14.9,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.0893,init,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.0859,1.9,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.0822,3,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.0777,4.2,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.0716,6,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.0664,6.9,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.076,7.2,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.0816,8.9,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.0725,11.3,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.0452,10.5,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,1.0121,12.2,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,2,0.9481,16.1,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.5,init,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4901,0.7,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4856,0.7,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4811,1.3,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4743,2,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4673,2.6,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4556,3.9,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4462,5.1,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4334,6,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4226,8.9,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4131,12,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.4013,11,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.3498,13.2,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,3,1.2969,15.1,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.7998,init,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.7884,12.4,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.7779,2.4,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.7733,3,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.7666,4,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.766,5.5,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.752,9.5,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.7445,11.2,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.7343,12.5,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.726,13.9,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.719,12.1,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.7091,12.8,
laselva,19/7/2017,asplenium_juglandifolia,epiphyte,4,0.6696,17,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,3.0426,init,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,3.024,1,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,3.0103,1.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,2.9942,2.8,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,2.9786,4,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,2.9648,5.1,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,2.9525,6.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,2.9349,7.6,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,2.9191,8.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,2.9052,9.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,2.8767,10,
laselva,14/7/2017,asplenium_serratum,epiphyte,1,2.838,10.8,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.1299,init,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.1084,1.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.0968,2.7,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.0852,3.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.0773,5.2,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.066,6.4,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.0563,7.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.0486,8.4,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.0381,9.9,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.0269,11,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,2.0155,11.8,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,1.9818,12.6,
laselva,14/7/2017,asplenium_serratum,epiphyte,2,1.953,154,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.4729,init,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.4624,5,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.4484,6,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.441,7,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.4288,7.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.4162,9,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.4041,10,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.3935,11,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.3655,12,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.3568,12.2,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.3308,13,
laselva,14/7/2017,asplenium_serratum,epiphyte,3,2.2746,15,
laselva,14/7/2017,asplenium_serratum,epiphyte,4,1.6946,init,
laselva,14/7/2017,asplenium_serratum,epiphyte,4,1.6893,6,
laselva,14/7/2017,asplenium_serratum,epiphyte,4,1.6838,8,
laselva,14/7/2017,asplenium_serratum,epiphyte,4,1.6771,8.2,
laselva,14/7/2017,asplenium_serratum,epiphyte,4,1.6722,11,
laselva,14/7/2017,asplenium_serratum,epiphyte,4,1.6698,11,
laselva,14/7/2017,asplenium_serratum,epiphyte,4,1.6433,12.9,
laselva,14/7/2017,asplenium_serratum,epiphyte,4,1.6295,14,
laselva,14/7/2017,asplenium_serratum,epiphyte,4,1.594,15.9,
laselva,14/7/2017,asplenium_serratum,epiphyte,5,2.3755,init,
laselva,14/7/2017,asplenium_serratum,epiphyte,5,2.3622,2.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,5,2.3512,5.1,
laselva,14/7/2017,asplenium_serratum,epiphyte,5,2.3412,6.8,
laselva,14/7/2017,asplenium_serratum,epiphyte,5,2.3358,7.8,
laselva,14/7/2017,asplenium_serratum,epiphyte,5,2.3255,8.3,
laselva,14/7/2017,asplenium_serratum,epiphyte,5,2.319,9.6,
laselva,14/7/2017,asplenium_serratum,epiphyte,5,2.3046,10.8,
laselva,14/7/2017,asplenium_serratum,epiphyte,5,2.2866,13,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.9649,init,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.9367,2.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.9252,2.8,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.9063,3.6,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.8855,5,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.8668,6,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.8503,8,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.8339,8,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.8181,8,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.7992,8.8,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.7454,10,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.7122,10.5,
laselva,14/7/2017,asplenium_serratum,epiphyte,6,3.633,11,
laselva,8/7/2017,blechnum_occidentale,terrestrial,1,1.6034,init,
laselva,8/7/2017,blechnum_occidentale,terrestrial,1,1.596,7.3,
laselva,8/7/2017,blechnum_occidentale,terrestrial,1,1.5886,9,
laselva,8/7/2017,blechnum_occidentale,terrestrial,1,1.5867,10,
laselva,8/7/2017,blechnum_occidentale,terrestrial,1,1.5838,12,
laselva,8/7/2017,blechnum_occidentale,terrestrial,1,1.5788,12.9,
laselva,8/7/2017,blechnum_occidentale,terrestrial,1,1.5692,12.9,
laselva,8/7/2017,blechnum_occidentale,terrestrial,1,1.5562,14,
laselva,8/7/2017,blechnum_occidentale,terrestrial,1,1.5507,14,
laselva,8/7/2017,blechnum_occidentale,terrestrial,2,1.5989,init,
laselva,8/7/2017,blechnum_occidentale,terrestrial,2,1.5925,5.4,
laselva,8/7/2017,blechnum_occidentale,terrestrial,2,1.5811,8,
laselva,8/7/2017,blechnum_occidentale,terrestrial,2,1.5759,10,
laselva,8/7/2017,blechnum_occidentale,terrestrial,2,1.5735,10.2,
laselva,8/7/2017,blechnum_occidentale,terrestrial,2,1.5666,11.3,
laselva,8/7/2017,blechnum_occidentale,terrestrial,2,1.5583,12.8,
laselva,8/7/2017,blechnum_occidentale,terrestrial,2,1.5547,13,
laselva,8/7/2017,blechnum_occidentale,terrestrial,2,1.5293,13.8,
laselva,8/7/2017,blechnum_occidentale,terrestrial,2,1.5131,14,
laselva,8/7/2017,blechnum_occidentale,terrestrial,4,1.47,init,
laselva,8/7/2017,blechnum_occidentale,terrestrial,4,1.452,6.6,
laselva,8/7/2017,blechnum_occidentale,terrestrial,4,1.4522,8.1,
laselva,8/7/2017,blechnum_occidentale,terrestrial,4,1.4429,7.6,
laselva,8/7/2017,blechnum_occidentale,terrestrial,4,1.4415,10,
laselva,8/7/2017,blechnum_occidentale,terrestrial,4,1.4264,10.8,
laselva,8/7/2017,blechnum_occidentale,terrestrial,4,1.4223,11.8,
laselva,8/7/2017,blechnum_occidentale,terrestrial,4,1.4207,13,
laselva,8/7/2017,blechnum_occidentale,terrestrial,4,1.2875,18.1,
laselva,8/7/2017,blechnum_occidentale,terrestrial,5,1.4533,init,
laselva,8/7/2017,blechnum_occidentale,terrestrial,5,1.4446,4.8,
laselva,8/7/2017,blechnum_occidentale,terrestrial,5,1.4375,7.9,
laselva,8/7/2017,blechnum_occidentale,terrestrial,5,1.4355,9.1,
laselva,8/7/2017,blechnum_occidentale,terrestrial,5,1.4189,11.2,
laselva,8/7/2017,blechnum_occidentale,terrestrial,5,1.4167,12.2,
laselva,8/7/2017,blechnum_occidentale,terrestrial,5,1.4123,13.3,
laselva,8/7/2017,blechnum_occidentale,terrestrial,5,1.4044,14.2,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.7519,init,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.7399,5.2,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.7351,8.4,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.7295,9.6,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.7273,9.9,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.7233,10.7,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.7173,11,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.713,12.5,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.7114,12.7,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.7035,14.2,
laselva,8/7/2017,blechnum_occidentale,terrestrial,6,1.7,14.2,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.5625,init,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.5556,2.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.5526,2.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.5458,3,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.5407,3.2,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.5388,3.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.5289,5.1,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.5217,6.7,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.5126,6.7,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.5029,7.9,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,1,0.4845,8.1,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,2,0.8683,init,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,2,0.855,3.1,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,2,0.849,3.2,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,2,0.8472,5.6,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,2,0.8437,7,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,2,0.8418,7.9,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,2,0.8358,10.2,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,2,0.8252,13.5,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,2,0.8167,15,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,2,0.8055,15.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.7697,init,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.7621,2.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.7589,3.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.7554,4.1,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.7522,6,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.7481,7,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.7422,8.2,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.7279,10.1,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.7199,12.4,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.7116,12.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,3,1.004,14.9,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,4,1.6106,init,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,4,1.5827,2,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,4,1.5652,2.5,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,4,1.5504,2.9,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,4,1.5455,3.9,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,4,1.5335,7,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,4,1.5281,7.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,4,1.5199,9,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,4,1.503,11.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,4,1.4869,13,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.4628,init,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.4538,2.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.4456,3.5,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.4399,5.1,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.4365,5.9,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.4307,6.8,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.4201,9,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.4169,9.2,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.4059,10.9,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.3758,13.1,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,5,1.3394,14,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,6,1.4336,init,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,6,1.4078,4.6,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,6,1.3836,6.1,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,6,1.3612,9.5,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,6,1.3405,15.5,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,6,1.326,17.2,
laselva,10/7/2017,campylonerum_brevifolia,epiphyte,6,1.3152,18,
laselva,10/7/2017,cyclopeltis_semicordata,terrestrial,5,2.3193,15.1,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,2,1.18993,init,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,2,1.8778,2.8,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,2,1.8305,5,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,2,1.7944,5.7,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,2,1.7594,7,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,2,1.7367,8.7,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,2,1.7104,12,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,2,1.6929,13.8,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,2,1.6563,15,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,2,1.582,16,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,3,1.6459,init,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,3,1.618,4,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,3,1.6027,6.9,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,3,1.5914,10,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,3,1.5813,11,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,3,1.5667,11.2,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,3,1.5359,12.5,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,3,1.5019,14,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,3,1.4716,15,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,2.2129,init,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,2.1634,4,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,2.1377,5.9,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,2.1257,8,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,2.1149,10,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,2.1034,11.7,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,2.0924,13,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,2.0784,13,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,2.0404,15,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,1.9764,16,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,4,1.9027,16.1,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.7586,init,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.7434,2.6,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.7363,5,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.7266,6.2,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.7165,8.2,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.7066,8.8,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.697,9.8,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.6667,10,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.6326,10.9,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.5609,11.3,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.5168,12,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,6,1.505,12,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,7,1.3242,init,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,7,1.3148,2.4,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,7,1.3011,3.8,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,7,1.2929,7,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,7,1.2857,10.3,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,7,1.2703,12.8,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,7,1.2478,14.9,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,7,1.1932,15,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,1.416,init,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,1.4025,4.9,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,4.3933,5.3,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,1.3894,7.5,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,1.3847,7.3,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,1.3749,8.1,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,1.3629,8.8,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,1.349,9,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,1.3293,10.1,
