site,species,plant_no,disk,region,sto1,sto2,sto3,fov_mm2
la_selva,phlebodium_aureum,3,2,1,133,142,134,2.57
la_selva,phlebodium_aureum,3,3,1,136,133,156,2.57
la_selva,phlebodium_aureum,4,1,1,134,124,110,2.57
la_selva,phlebodium_aureum,4,2,1,99,112,116,2.57
la_selva,phlebodium_aureum,4,3,1,113,97,94,2.57
la_selva,phlebodium_aureum,5,1,1,117,99,105,2.57
la_selva,phlebodium_aureum,5,2,1,137,117,128,2.57
la_selva,phlebodium_aureum,5,3,1,103,86,75,2.57
la_selva,phlebodium_aureum,6,1,1,120,110,102,2.57
la_selva,phlebodium_aureum,6,2,1,111,116,115,2.57
la_selva,phlebodium_aureum,6,3,1,120,119,104,2.57
la_selva,phlebodium_aureum,7,1,1,123,121,119,2.57
la_selva,phlebodium_aureum,7,2,1,110,106,110,2.57
la_selva,phlebodium_aureum,7,3,1,107,99,99,2.57
la_selva,phlebodium_aureum,8,1,1,80,76,76,2.57
la_selva,phlebodium_aureum,8,2,1,73,64,64,2.57
la_selva,phlebodium_aureum,8,3,1,83,66,85,2.57
la_selva,pleopeltis_bradeorum,1,1,1,1,5,1,0.166
la_selva,pleopeltis_bradeorum,1,1,2,4,1,4,0.166
la_selva,pleopeltis_bradeorum,1,1,3,3,3,4,0.166
la_selva,pleopeltis_bradeorum,1,2,1,4,1,2,0.166
la_selva,pleopeltis_bradeorum,1,2,2,1,5,2,0.166
la_selva,pleopeltis_bradeorum,1,2,3,3,4,1,0.166
la_selva,pleopeltis_bradeorum,1,3,1,3,3,0,0.166
la_selva,pleopeltis_bradeorum,1,3,2,2,3,3,0.166
la_selva,pleopeltis_bradeorum,1,3,3,3,0,1,0.166
la_selva,pleopeltis_bradeorum,2,1,1,2,3,2,0.166
la_selva,pleopeltis_bradeorum,2,1,2,3,3,2,0.166
la_selva,pleopeltis_bradeorum,2,1,3,0,2,1,0.166
la_selva,pleopeltis_bradeorum,2,2,1,2,2,4,0.166
la_selva,pleopeltis_bradeorum,2,2,2,0,2,3,0.166
la_selva,pleopeltis_bradeorum,2,2,3,4,3,3,0.166
la_selva,pleopeltis_bradeorum,2,3,1,2,3,2,0.166
la_selva,pleopeltis_bradeorum,2,3,2,2,2,2,0.166
la_selva,pleopeltis_bradeorum,2,3,3,1,3,2,0.166
la_selva,pleopeltis_bradeorum,3,1,1,2,2,1,0.166
la_selva,pleopeltis_bradeorum,3,1,2,1,2,1,0.166
la_selva,pleopeltis_bradeorum,3,1,3,1,2,2,0.166
la_selva,pleopeltis_bradeorum,3,2,1,0,1,3,0.166
la_selva,pleopeltis_bradeorum,3,2,2,2,2,3,0.166
la_selva,pleopeltis_bradeorum,3,2,3,2,2,1,0.166
la_selva,pleopeltis_bradeorum,3,3,1,1,3,2,0.166
la_selva,pleopeltis_bradeorum,3,3,2,2,1,1,0.166
la_selva,pleopeltis_bradeorum,3,3,3,2,1,1,0.166
la_selva,pleopeltis_bradeorum,4,1,1,2,3,0,0.166
la_selva,pleopeltis_bradeorum,4,1,2,4,6,5,0.166
la_selva,pleopeltis_bradeorum,4,1,3,2,4,0,0.166
la_selva,pleopeltis_bradeorum,4,2,1,1,2,4,0.166
la_selva,pleopeltis_bradeorum,4,2,2,3,3,1,0.166
la_selva,pleopeltis_bradeorum,4,2,3,4,2,2,0.166
la_selva,pleopeltis_bradeorum,4,3,1,2,3,2,0.166
la_selva,pleopeltis_bradeorum,4,2,2,4,5,1,0.166
la_selva,pleopeltis_bradeorum,4,2,3,1,3,4,0.166
la_selva,pleopeltis_bradeorum,5,1,1,4,0,5,0.166
la_selva,pleopeltis_bradeorum,5,1,2,2,0,4,0.166
la_selva,pleopeltis_bradeorum,5,1,3,2,1,2,0.166
la_selva,pleopeltis_bradeorum,5,2,1,3,2,1,0.166
la_selva,pleopeltis_bradeorum,5,2,2,3,2,1,0.166
la_selva,pleopeltis_bradeorum,5,2,3,1,1,1,0.166
la_selva,pleopeltis_bradeorum,5,3,1,0,4,2,0.166
la_selva,pleopeltis_bradeorum,5,2,2,3,3,1,0.166
la_selva,pleopeltis_bradeorum,5,2,3,2,1,3,0.166
la_selva,pleopeltis_bradeorum,6,1,1,2,2,0,0.166
la_selva,pleopeltis_bradeorum,6,1,2,1,0,4,0.166
la_selva,pleopeltis_bradeorum,6,1,3,3,2,0,0.166
la_selva,pleopeltis_bradeorum,6,2,1,3,0,2,0.166
la_selva,pleopeltis_bradeorum,6,2,2,1,3,5,0.166
la_selva,pleopeltis_bradeorum,6,2,3,2,2,2,0.166
la_selva,pleopeltis_bradeorum,6,3,1,0,0,4,0.166
la_selva,pleopeltis_bradeorum,6,2,2,3,3,2,0.166
la_selva,pleopeltis_bradeorum,6,2,3,2,5,2,0.166
la_selva,polybotrya_osmundacea,1,1,1,112,106,92,2.57
la_selva,polybotrya_osmundacea,1,2,1,120,141,111,2.57
la_selva,polybotrya_osmundacea,1,3,1,119,142,92,2.57
la_selva,polybotrya_osmundacea,2,1,1,103,109,129,2.57
la_selva,polybotrya_osmundacea,2,2,1,91,98,119,2.57
la_selva,polybotrya_osmundacea,2,3,1,91,96,106,2.57
la_selva,polybotrya_osmundacea,3,1,1,100,90,106,2.57
la_selva,polybotrya_osmundacea,3,2,1,87,119,111,2.57
la_selva,polybotrya_osmundacea,3,3,1,99,84,96,2.57
la_selva,polybotrya_osmundacea,4,1,1,120,132,119,2.57
la_selva,polybotrya_osmundacea,4,2,1,120,133,122,2.57
la_selva,polybotrya_osmundacea,4,3,1,117,136,136,2.57
la_selva,polybotrya_osmundacea,5,1,1,136,116,113,2.57
la_selva,polybotrya_osmundacea,5,2,1,93,125,133,2.57
la_selva,polybotrya_osmundacea,5,3,1,121,126,127,2.57
la_selva,polybotrya_osmundacea,6,1,1,97,95,110,2.57
la_selva,polybotrya_osmundacea,6,2,1,94,105,92,2.57
la_selva,polybotrya_osmundacea,6,3,1,102,94,122,2.57
la_selva,polybotrya_osmundacea,1,1,1,112,106,92,2.57
la_selva,polybotrya_osmundacea,1,2,1,120,141,111,2.57
la_selva,polybotrya_osmundacea,1,3,1,119,142,92,2.57
la_selva,polybotrya_osmundacea,2,1,1,103,109,129,2.57
la_selva,polybotrya_osmundacea,2,2,1,91,98,119,2.57
la_selva,polybotrya_osmundacea,2,3,1,91,96,106,2.57
la_selva,polybotrya_osmundacea,3,1,1,100,90,106,2.57
la_selva,polybotrya_osmundacea,3,2,1,87,119,111,2.57
la_selva,polybotrya_osmundacea,3,3,1,99,84,96,2.57
la_selva,polybotrya_osmundacea,4,1,1,120,132,119,2.57
la_selva,polybotrya_osmundacea,4,2,1,120,133,122,2.57
la_selva,polybotrya_osmundacea,4,3,1,117,136,136,2.57
la_selva,polybotrya_osmundacea,5,1,1,136,116,115,2.57
la_selva,polybotrya_osmundacea,5,2,1,93,125,133,2.57
la_selva,polybotrya_osmundacea,5,3,1,129,126,127,2.57
la_selva,polybotrya_osmundacea,6,1,1,97,95,110,2.57
la_selva,polybotrya_osmundacea,6,2,1,94,105,92,2.57
la_selva,polybotrya_osmundacea,6,3,1,102,94,122,2.57
la_selva,salpichlaena_volubilis,1,1,1,3,4,5,0.16
la_selva,salpichlaena_volubilis,1,1,2,3,4,2,0.16
la_selva,salpichlaena_volubilis,1,1,3,3,3,4,0.16
la_selva,salpichlaena_volubilis,1,2,1,4,3,2,0.16
la_selva,salpichlaena_volubilis,1,2,2,2,0,4,0.16
la_selva,salpichlaena_volubilis,1,2,3,1,2,2,0.16
la_selva,salpichlaena_volubilis,1,3,1,5,0,4,0.16
la_selva,salpichlaena_volubilis,1,3,2,4,5,3,0.16
la_selva,salpichlaena_volubilis,1,3,3,2,2,6,0.16
la_selva,salpichlaena_volubilis,2,1,1,7,4,5,0.16
la_selva,salpichlaena_volubilis,2,1,2,3,4,4,0.16
la_selva,salpichlaena_volubilis,2,1,3,2,3,3,0.16
la_selva,salpichlaena_volubilis,2,2,1,3,2,3,0.16
la_selva,salpichlaena_volubilis,2,2,2,3,5,1,0.16
la_selva,salpichlaena_volubilis,2,2,3,1,3,3,0.16
la_selva,salpichlaena_volubilis,2,3,1,3,3,2,0.16
la_selva,salpichlaena_volubilis,2,3,2,5,4,2,0.16
la_selva,salpichlaena_volubilis,2,3,3,4,2,4,0.16
la_selva,salpichlaena_volubilis,3,1,1,3,4,5,0.16
la_selva,salpichlaena_volubilis,3,1,2,5,2,4,0.16
la_selva,salpichlaena_volubilis,3,1,3,2,3,3,0.16
la_selva,salpichlaena_volubilis,3,2,1,5,3,1,0.16
la_selva,salpichlaena_volubilis,3,2,2,5,8,5,0.16
la_selva,salpichlaena_volubilis,3,2,3,5,2,5,0.16
la_selva,salpichlaena_volubilis,3,3,1,3,2,3,0.16
la_selva,salpichlaena_volubilis,3,3,2,4,3,5,0.16
la_selva,salpichlaena_volubilis,3,3,3,4,6,4,0.16
la_selva,salpichlaena_volubilis,4,1,1,2,3,4,0.16
la_selva,salpichlaena_volubilis,4,1,2,3,4,5,0.16
la_selva,salpichlaena_volubilis,4,1,3,3,5,4,0.16
la_selva,salpichlaena_volubilis,4,2,1,3,4,6,0.16
la_selva,salpichlaena_volubilis,4,2,2,2,3,3,0.16
la_selva,salpichlaena_volubilis,4,2,3,6,5,4,0.16
la_selva,salpichlaena_volubilis,4,3,1,5,5,4,0.16
la_selva,salpichlaena_volubilis,4,2,2,4,4,6,0.16
la_selva,salpichlaena_volubilis,4,2,3,3,4,7,0.16
la_selva,serpocaulon_loriciforme,6,1,1,7,4,4,0.16
la_selva,serpocaulon_loriciforme,6,1,2,5,4,7,0.16
la_selva,serpocaulon_loriciforme,6,1,3,9,3,6,0.16
la_selva,serpocaulon_loriciforme,6,2,1,7,4,6,0.16
la_selva,serpocaulon_loriciforme,6,2,2,5,5,7,0.16
la_selva,serpocaulon_loriciforme,6,2,3,5,5,9,0.16
la_selva,serpocaulon_loriciforme,6,3,1,8,8,8,0.16
la_selva,serpocaulon_loriciforme,6,3,2,7,7,6,0.16
la_selva,serpocaulon_loriciforme,6,3,3,7,8,8,0.16
la_selva,serpocaulon_loriciforme,9,1,1,7,7,6,0.16
la_selva,serpocaulon_loriciforme,9,1,2,6,5,8,0.16
la_selva,serpocaulon_loriciforme,9,1,3,7,6,7,0.16
la_selva,serpocaulon_loriciforme,9,2,1,8,5,7,0.16
la_selva,serpocaulon_loriciforme,9,2,2,7,7,6,0.16
la_selva,serpocaulon_loriciforme,9,2,3,6,6,7,0.16
la_selva,serpocaulon_loriciforme,9,3,1,8,11,8,0.16
la_selva,serpocaulon_loriciforme,9,3,2,8,8,9,0.16
la_selva,serpocaulon_loriciforme,9,3,3,10,6,6,0.16
la_selva,serpocaulon_loriciforme,10,1,1,5,4,6,0.16
la_selva,serpocaulon_loriciforme,10,1,2,5,6,4,0.16
la_selva,serpocaulon_loriciforme,10,1,3,6,6,8,0.16
la_selva,serpocaulon_loriciforme,10,2,1,8,7,7,0.16
la_selva,serpocaulon_loriciforme,10,2,2,6,7,5,0.16
la_selva,serpocaulon_loriciforme,10,2,3,9,7,6,0.16
la_selva,serpocaulon_loriciforme,10,3,1,7,6,6,0.16
la_selva,serpocaulon_loriciforme,10,3,2,7,5,5,0.16
la_selva,serpocaulon_loriciforme,10,3,3,5,6,4,0.16
la_selva,serpocaulon_loriciforme,12,1,1,8,8,6,0.16
la_selva,serpocaulon_loriciforme,12,1,2,6,8,6,0.16
la_selva,serpocaulon_loriciforme,12,1,3,7,6,7,0.16
la_selva,serpocaulon_loriciforme,12,2,1,7,8,8,0.16
la_selva,serpocaulon_loriciforme,12,2,2,7,7,9,0.16
la_selva,serpocaulon_loriciforme,12,2,3,6,8,6,0.16
la_selva,serpocaulon_loriciforme,12,3,1,7,9,10,0.16
la_selva,serpocaulon_loriciforme,12,2,2,10,10,9,0.16
la_selva,serpocaulon_loriciforme,12,2,3,6,8,9,0.16
la_selva,serpocaulon_loriciforme,5,1,1,10,11,12,0.16
la_selva,serpocaulon_loriciforme,5,1,2,6,9,6,0.16
la_selva,serpocaulon_loriciforme,5,1,3,8,7,8,0.16
la_selva,serpocaulon_loriciforme,5,2,1,9,7,11,0.16
la_selva,serpocaulon_loriciforme,5,2,2,8,9,5,0.16
la_selva,serpocaulon_loriciforme,5,2,3,10,8,6,0.16
la_selva,serpocaulon_loriciforme,5,3,1,8,6,8,0.16
la_selva,serpocaulon_loriciforme,5,2,2,6,7,7,0.16
la_selva,serpocaulon_loriciforme,5,2,3,8,8,6,0.16
la_selva,serpocaulon_loriciforme,4,1,1,7,8,9,0.16
la_selva,serpocaulon_loriciforme,4,1,2,10,7,6,0.16
la_selva,serpocaulon_loriciforme,4,1,3,6,10,5,0.16
la_selva,serpocaulon_loriciforme,4,2,1,8,10,12,0.16
la_selva,serpocaulon_loriciforme,4,2,2,9,11,12,0.16
la_selva,serpocaulon_loriciforme,4,2,3,9,10,8,0.16
la_selva,serpocaulon_loriciforme,4,3,1,9,10,10,0.16
la_selva,serpocaulon_loriciforme,4,2,2,8,9,10,0.16
la_selva,serpocaulon_loriciforme,4,2,3,9,9,11,0.16
la_selva,tectaria_incisa,1,1,1,13,10,10,0.166
la_selva,tectaria_incisa,1,1,2,10,11,9,0.166
la_selva,tectaria_incisa,1,1,3,12,8,10,0.166
la_selva,tectaria_incisa,1,2,1,12,9,11,0.166
la_selva,tectaria_incisa,1,2,2,10,9,11,0.166
la_selva,tectaria_incisa,1,2,3,11,11,11,0.166
la_selva,tectaria_incisa,1,3,1,10,11,9,0.166
la_selva,tectaria_incisa,1,3,2,12,9,11,0.166
la_selva,tectaria_incisa,1,3,3,11,9,11,0.166
la_selva,tectaria_incisa,2,1,1,10,13,14,0.166
la_selva,tectaria_incisa,2,1,2,14,14,13,0.166
la_selva,tectaria_incisa,2,1,3,17,17,10,0.166
la_selva,tectaria_incisa,2,2,1,15,17,19,0.166
la_selva,tectaria_incisa,2,2,2,19,17,19,0.166
la_selva,tectaria_incisa,2,2,3,16,16,17,0.166
la_selva,tectaria_incisa,2,3,1,21,18,16,0.166
la_selva,tectaria_incisa,2,3,2,14,16,14,0.166
la_selva,tectaria_incisa,2,3,3,14,18,19,0.166
la_selva,tectaria_incisa,3,1,1,24,22,21,0.159
la_selva,tectaria_incisa,3,1,2,23,21,25,0.159
la_selva,tectaria_incisa,3,1,3,19,23,19,0.159
la_selva,tectaria_incisa,3,2,1,22,19,19,0.159
la_selva,tectaria_incisa,3,2,2,20,16,20,0.159
la_selva,tectaria_incisa,3,2,3,23,20,21,0.159
la_selva,tectaria_incisa,3,3,1,20,17,21,0.159
la_selva,tectaria_incisa,3,3,2,23,20,22,0.159
la_selva,tectaria_incisa,3,3,3,23,26,21,0.159
la_selva,tectaria_incisa,4,1,1,18,18,19,0.159
la_selva,tectaria_incisa,4,1,2,19,17,20,0.159
la_selva,tectaria_incisa,4,1,3,19,20,19,0.159
la_selva,tectaria_incisa,4,2,1,20,15,17,0.159
la_selva,tectaria_incisa,4,2,2,20,21,13,0.159
la_selva,tectaria_incisa,4,2,3,19,18,19,0.159
la_selva,tectaria_incisa,4,3,1,13,14,14,0.159
la_selva,tectaria_incisa,4,3,2,15,16,18,0.159
la_selva,tectaria_incisa,4,3,3,17,18,15,0.159
la_selva,tectaria_incisa,5,1,1,16,18,19,0.166
la_selva,tectaria_incisa,5,1,2,21,19,17,0.166
la_selva,tectaria_incisa,5,1,3,16,15,17,0.166
la_selva,tectaria_incisa,5,2,1,17,20,18,0.166
la_selva,tectaria_incisa,5,2,2,16,19,17,0.166
la_selva,tectaria_incisa,5,2,3,16,15,20,0.166
la_selva,tectaria_incisa,5,3,1,18,20,17,0.166
la_selva,tectaria_incisa,5,3,2,17,17,20,0.166
la_selva,tectaria_incisa,5,3,3,15,17,18,0.166
la_selva,tectaria_incisa,6,1,1,10,8,8,0.166
la_selva,tectaria_incisa,6,1,2,10,7,7,0.166
la_selva,tectaria_incisa,6,1,3,13,11,7,0.166
la_selva,tectaria_incisa,6,2,1,12,9,11,0.166
la_selva,tectaria_incisa,6,2,2,10,7,7,0.166
la_selva,tectaria_incisa,6,2,3,11,10,7,0.166
la_selva,tectaria_incisa,6,3,1,10,8,8,0.166
la_selva,tectaria_incisa,6,2,2,10,11,11,0.166
la_selva,tectaria_incisa,6,2,3,12,7,2,0.166
la_selva,goniopteris_curta,1,1,1,18,16,16,0.16
la_selva,goniopteris_curta,1,2,1,19,21,18,0.16
la_selva,goniopteris_curta,1,3,1,26,26,20,0.16
la_selva,goniopteris_curta,2,1,1,16,21,19,0.16
la_selva,goniopteris_curta,2,2,1,15,16,21,0.16
la_selva,goniopteris_curta,2,3,1,22,19,17,0.16
la_selva,goniopteris_curta,3,1,1,21,23,26,0.16
la_selva,goniopteris_curta,3,2,1,23,25,24,0.16
la_selva,goniopteris_curta,3,3,1,17,20,21,0.16
la_selva,goniopteris_curta,4,1,1,18,16,12,0.16
la_selva,goniopteris_curta,4,2,1,21,19,17,0.16
la_selva,goniopteris_curta,4,3,1,16,14,18,0.16
la_selva,goniopteris_curta,5,1,1,16,17,16,0.16
la_selva,goniopteris_curta,5,2,1,18,17,15,0.16
la_selva,goniopteris_curta,5,3,1,17,18,19,0.16
la_selva,goniopteris_curta,6,1,1,20,25,22,0.16
la_selva,goniopteris_curta,6,2,1,21,24,21,0.16
la_selva,goniopteris_curta,6,3,1,22,27,19,0.16
la_selva,christella_dentata,1,1,1,17,20,19,0.16
la_selva,christella_dentata,1,1,2,15,15,16,0.16
la_selva,christella_dentata,1,1,3,18,14,12,0.16
la_selva,christella_dentata,1,2,1,17,21,22,0.16
la_selva,christella_dentata,1,2,2,18,22,21,0.16
la_selva,christella_dentata,1,2,3,20,26,19,0.16
la_selva,christella_dentata,1,3,1,19,19,22,0.16
la_selva,christella_dentata,1,3,2,17,16,15,0.16
la_selva,christella_dentata,1,3,3,12,16,18,0.16
la_selva,christella_dentata,2,1,1,14,17,13,0.16
la_selva,christella_dentata,2,1,2,11,10,16,0.16
la_selva,christella_dentata,2,1,3,12,14,15,0.16
la_selva,christella_dentata,2,2,1,18,12,14,0.16
la_selva,christella_dentata,2,2,2,19,16,15,0.16
la_selva,christella_dentata,2,2,3,19,19,22,0.16
la_selva,christella_dentata,3,1,1,15,17,15,0.16
la_selva,christella_dentata,3,1,2,16,17,13,0.16
la_selva,christella_dentata,3,1,3,14,17,15,0.16
la_selva,christella_dentata,3,2,1,16,19,16,0.16
la_selva,christella_dentata,3,2,2,14,20,16,0.16
la_selva,christella_dentata,3,2,3,16,18,20,0.16
la_selva,christella_dentata,3,3,1,15,18,17,0.16
la_selva,christella_dentata,3,3,2,14,18,17,0.16
la_selva,christella_dentata,3,3,3,15,15,16,0.16
la_selva,christella_dentata,4,1,1,19,20,18,0.16
la_selva,christella_dentata,4,1,2,20,19,20,0.16
la_selva,christella_dentata,4,1,3,21,20,19,0.16
la_selva,christella_dentata,4,2,1,21,21,19,0.16
la_selva,christella_dentata,4,2,2,18,19,19,0.16
la_selva,christella_dentata,4,2,3,20,20,17,0.16
la_selva,christella_dentata,4,3,1,18,17,19,0.16
la_selva,christella_dentata,4,2,2,17,19,19,0.16
la_selva,christella_dentata,4,2,3,17,18,17,0.16
la_selva,christella_dentata,6,1,1,17,16,18,0.16
la_selva,christella_dentata,6,1,2,15,16,18,0.16
la_selva,christella_dentata,6,1,3,18,16,17,0.16
la_selva,christella_dentata,6,2,1,17,18,20,0.16
la_selva,christella_dentata,6,2,2,18,19,19,0.16
la_selva,christella_dentata,6,2,3,18,17,19,0.16
la_selva,christella_dentata,6,3,1,16,15,18,0.16
la_selva,christella_dentata,6,2,2,17,18,20,0.16
la_selva,christella_dentata,6,2,3,19,20,16,0.16
la_selva,goniopteris_nicaraguensis,1,1,1,17,17,18,0.166
la_selva,goniopteris_nicaraguensis,1,1,2,16,20,20,0.166
la_selva,goniopteris_nicaraguensis,1,1,3,25,26,27,0.166
la_selva,goniopteris_nicaraguensis,1,2,1,24,23,28,0.166
la_selva,goniopteris_nicaraguensis,1,2,2,30,34,31,0.166
la_selva,goniopteris_nicaraguensis,1,2,3,27,34,30,0.166
la_selva,goniopteris_nicaraguensis,1,3,1,15,15,19,0.166
la_selva,goniopteris_nicaraguensis,1,3,2,22,19,18,0.166
la_selva,goniopteris_nicaraguensis,1,3,3,20,19,20,0.166
la_selva,goniopteris_nicaraguensis,2,1,1,15,16,16,0.166
la_selva,goniopteris_nicaraguensis,2,1,2,21,25,21,0.166
la_selva,goniopteris_nicaraguensis,2,1,3,20,19,16,0.166
la_selva,goniopteris_nicaraguensis,2,2,1,15,19,16,0.166
la_selva,goniopteris_nicaraguensis,2,2,2,20,19,16,0.166
la_selva,goniopteris_nicaraguensis,2,2,3,22,19,16,0.166
la_selva,goniopteris_nicaraguensis,2,3,1,22,19,25,0.166
la_selva,goniopteris_nicaraguensis,2,3,2,19,16,18,0.166
la_selva,goniopteris_nicaraguensis,2,3,3,21,19,18,0.166
la_selva,goniopteris_nicaraguensis,3,1,1,14,14,16,0.166
la_selva,goniopteris_nicaraguensis,3,1,2,19,15,16,0.166
la_selva,goniopteris_nicaraguensis,3,1,3,13,14,18,0.166
la_selva,goniopteris_nicaraguensis,3,2,1,18,20,16,0.166
la_selva,goniopteris_nicaraguensis,3,2,2,16,22,18,0.166
la_selva,goniopteris_nicaraguensis,3,2,3,19,20,19,0.166
la_selva,goniopteris_nicaraguensis,3,3,1,16,16,14,0.166
la_selva,goniopteris_nicaraguensis,3,3,2,20,18,19,0.166
la_selva,goniopteris_nicaraguensis,3,3,3,20,21,19,0.166
la_selva,goniopteris_nicaraguensis,4,1,1,15,13,12,0.166
la_selva,goniopteris_nicaraguensis,4,1,2,16,13,12,0.166
la_selva,goniopteris_nicaraguensis,4,1,3,15,13,12,0.166
la_selva,goniopteris_nicaraguensis,4,2,1,12,15,15,0.166
la_selva,goniopteris_nicaraguensis,4,2,2,13,17,8,0.166
la_selva,goniopteris_nicaraguensis,4,2,3,15,17,13,0.166
la_selva,goniopteris_nicaraguensis,4,3,1,10,17,17,0.166
la_selva,goniopteris_nicaraguensis,4,3,2,15,13,12,0.166
la_selva,goniopteris_nicaraguensis,4,3,3,17,15,15,0.166
la_selva,goniopteris_nicaraguensis,5,1,1,19,21,18,0.166
la_selva,goniopteris_nicaraguensis,5,1,2,18,19,14,0.166
la_selva,goniopteris_nicaraguensis,5,1,3,18,19,20,0.166
la_selva,goniopteris_nicaraguensis,5,2,1,20,24,16,0.166
la_selva,goniopteris_nicaraguensis,5,2,2,20,26,18,0.166
la_selva,goniopteris_nicaraguensis,5,2,3,20,19,24,0.166
la_selva,goniopteris_nicaraguensis,5,3,1,18,17,18,0.166
la_selva,goniopteris_nicaraguensis,5,3,2,24,19,20,0.166
la_selva,goniopteris_nicaraguensis,5,3,3,18,22,17,0.166
la_selva,goniopteris_nicaraguensis,6,1,1,20,19,18,0.166
la_selva,goniopteris_nicaraguensis,6,1,2,18,18,18,0.166
la_selva,goniopteris_nicaraguensis,6,1,3,19,18,16,0.166
la_selva,goniopteris_nicaraguensis,6,2,1,20,18,24,0.166
la_selva,goniopteris_nicaraguensis,6,2,2,20,18,24,0.166
la_selva,goniopteris_nicaraguensis,6,2,3,21,19,16,0.166
la_selva,goniopteris_nicaraguensis,6,3,1,19,21,18,0.166
la_selva,goniopteris_nicaraguensis,6,2,2,18,18,19,0.166
la_selva,goniopteris_nicaraguensis,6,2,3,20,19,16,0.166
