site,species,plant_no,dry_mass,lamina_area,SWC,osmotic_potential,waterpot_tlp,rwc_tlp,elasticity,capacitance_full,"capacitance_zero
",capacitance_absolute
la_selva,cyclopeltis_semicordata,4,0.4639,824,3.71563866,-1.17583621,-1.31491706,94.47783169,20.80896052,0.042795471,0.296067281,0.049734292
la_selva,cyclopeltis_semicordata,6,0.3057,685,4.775742914,-0.921884951,-0.984432361,95.29813608,20.84564669,0.045124131,0.577953462,0.053429629
la_selva,cyclopeltis_semicordata,7,0.2895,524,3.562255881,-1.185788565,-1.314580283,95.10575049,24.33153999,0.037148283,0.309470017,0.040617074
la_selva,cyclopeltis_semicordata,8,0.2684,882,4.351880526,-0.68215046,-0.826344191,94.73096094,13.64554286,0.061409638,0.196540398,0.045180905
la_selva,diplazium_straitastrum,1,0.2401,80,5.560724398,-0.876248476,-0.982820404,90.9873994,9.8110282,0.090768814,0.636935874,0.841584447
la_selva,diplazium_straitastrum,2,0.1435,48,4.847867089,-1.078779431,-1.160777706,93.46399911,16.547613,0.056020042,0.621038633,0.451057901
la_selva,diplazium_straitastrum,3,0.2588,93,5.553280096,-0.960842901,-1.163543645,83.71203043,5.668324974,0.141634518,0.573408897,1.215983008
la_selva,diplazium_straitastrum,4,0.1926,60,4.392379769,-0.930555208,-1.202539567,92.52075509,11.81465121,0.062404486,0.169358335,0.488819157
la_selva,diplazium_straitastrum,5,0.2598,60,4.584213935,-0.984643649,-1.16707802,81.9829888,5.29716593,0.156718557,0.710151827,1.728226623
la_selva,diplazium_straitastrum,6,0.3418,85,4.828904483,-0.894216229,-1.026046681,89.6323826,8.334410207,0.103337241,0.511000532,1.114772131
la_selva,elaphoglossum_amygdalifolium,1,0.1244,28.6,3.963978976,-1.460073521,-1.64116961,95.83893843,29.79723221,0.029256413,0.1595241,0.280242666
la_selva,elaphoglossum_amygdalifolium,2,0.2093,36.2,4.638435596,-0.847731526,-0.95882737,95.07381953,13.30109348,0.064863595,0.30726967,0.966408409
la_selva,elaphoglossum_amygdalifolium,3,0.1358,25.1,3.101216842,-0.986487586,-1.526241972,96.68873216,23.94057717,0.024911867,0.02974265,0.2322159
la_selva,elaphoglossum_amygdalifolium,4,0.0669,23.9,6.645051511,-1.041865411,-1.101166089,96.02884054,29.32339977,0.032492759,0.54377897,0.335769043
la_selva,elaphoglossum_amygdalifolium,5,0.0801,23.5,5.830740254,-1.315006755,-1.396253864,95.55879743,31.43382493,0.030077398,0.421242256,0.332090239
la_selva,elaphoglossum_amygdalifolium,6,0.0737,22.5,5.292198516,-1.252779313,-1.350864149,96.91437186,30.79251542,0.029683082,0.252017718,0.28586276
la_selva,elaphoglossum_herminieri,1,0.3156,88.6,2.357726157,-0.743500418,-0.999604454,97.08393732,26.50317441,0.028537471,0.051490677,0.133149521
la_selva,elaphoglossum_herminieri,2,0.2715,54.6,4.004232979,-0.821535675,-1.032741414,95.73662461,17.69866677,0.043749716,0.116669344,0.483948626
la_selva,elaphoglossum_herminieri,3,0.3864,48.3,4.471613279,-0.630667877,-0.884595624,97.69011434,25.43717082,0.027350269,0.037779491,0.381923191
la_selva,elaphoglossum_herminieri,4,0.3232,92.6,4.094258256,-0.666722948,-0.930585138,95.99745344,13.79140654,0.048477555,0.079836274,0.384860908
la_selva,elaphoglossum_herminieri,5,0.312,103.2,4.179879838,-0.778266688,-1.17165059,96.3789821,17.66546207,0.034254515,0.042890699,0.240482795
la_selva,elaphoglossum_herminieri,6,0.3313,118.6,3.304235599,-0.690915931,-0.942337308,97.23271758,24.6765766,0.029567807,0.040315812,0.151619259
la_selva,elaphoglossum_latifolium,1,0.2629,54.8,2.541858203,-0.777711975,-1.031414893,97.19350622,25.98948195,0.028301145,0.060066497,0.191731227
la_selva,elaphoglossum_latifolium,2,0.2312,84.6,4.698064702,-0.772172663,-0.941736387,95.68285028,17.38269478,0.046785908,0.164683013,0.333717529
la_selva,elaphoglossum_latifolium,3,0.4919,54.2,2.717151303,-0.708748796,-0.89049949,98.88769294,55.57006064,0.014000425,0.028270868,0.191805063
la_selva,elaphoglossum_latifolium,4,0.3535,52.5,3.96553131,-0.703336012,-0.864396889,97.74468737,26.37923853,0.029855622,0.080704278,0.442879034
la_selva,elaphoglossum_latifolium,5,0.7173,92.1,2.198113055,-0.804415177,-1.138840856,97.77977102,32.92393408,0.020747887,0.031798366,0.197329768
la_selva,elaphoglossum_latifolium,6,0.4462,63.8,3.251997577,-0.711499724,-0.882276033,96.75120769,20.60706782,0.038865237,0.098885071,0.491075107
la_selva,lomariopsis_japurensis,1,0.3092,673.7,,,,,,,,
la_selva,lomariopsis_japurensis,2,0.6008,1102.8,3.294241784,-1.003293387,-1.19,96.94416629,29.55509274,0.028176624,0.131367505,0.028093451
la_selva,lomariopsis_japurensis,3,0.7404,1261,5.677056343,-0.658493372,-0.888362222,89.02068998,5.700303705,0.127192673,0.311781091,0.235539699
la_selva,lomariopsis_japurensis,4,0.1997,1186.8,6.503144405,-0.676295606,-1.016089719,89.30620643,5.823315898,0.112080131,0.180468206,0.068136536
la_selva,lomariopsis_japurensis,5,0.334,692.5,4.665622541,-0.669696293,-0.999393854,91.47042293,7.657165388,0.085691596,0.145034656,0.107127759
la_selva,lomariopsis_japurensis,6,0.4584,981.9,,,,,,,,
la_selva,mickelia_nicotianifolia,1,0.2635,347,5.769739107,-1.19622161,-1.343256235,93.97982805,16.68096172,0.052738348,0.328964467,0.128369348
la_selva,mickelia_nicotianifolia,2,0.2448,510.3,6.389932979,-0.454822239,-0.764391919,92.46570741,4.904881346,0.113062026,0.096990555,0.192542412
la_selva,mickelia_nicotianifolia,3,0.5856,220.6,5.969495284,-0.919139178,-1.062101597,97.49590853,34.54078649,0.024726794,0.122135081,0.21768499
la_selva,mickelia_nicotianifolia,4,0.2836,433.7,5.617404715,-0.833908832,-0.886606827,98.33682481,45.60484712,0.020480235,0.235869062,0.041794098
la_selva,mickelia_nicotianifolia,5,0.2527,342.5,4.624068598,-1.136653019,-1.37731786,85.52829903,6.973145247,0.116076395,0.458202873,0.220008946
la_selva,mickelia_nicotianifolia,6,0.1745,382.7,6.11379292,-0.954626982,-1.101725359,94.82996582,17.9681036,0.04775038,0.277724714,0.073952357
la_selva,nephrolepis_biserrata,1,0.0948,1091.4,9.031840887,-0.541669364,-0.689161303,84.31258918,3.465059378,0.225637665,0.465981244,0.098342163
la_selva,nephrolepis_biserrata,2,0.0802,908.8,7.379747015,-0.595707625,-0.731684873,86.81169934,4.640551856,0.175266274,0.510244418,0.063412281
la_selva,nephrolepis_biserrata,3,0.0521,603.9,6.281122107,-0.628058298,-0.695633277,90.20723964,6.522726023,0.138640141,1.027997393,0.041737499
la_selva,nephrolepis_biserrata,6,0.1079,517.3,6.586555669,-0.528391088,-0.738552498,89.75792221,3.644427343,0.180747869,0.259683448,0.137955181
la_selva,nephrolepis_biserrata,8,0.139,712.6,10.69893711,-0.431871648,-0.478197023,87.98023154,3.469330665,0.259333179,1.573125988,0.300673529
la_selva,nephrolepis_biserrata,9,0.1225,435.4,8.895495126,-0.701184756,-0.909113738,81.78411587,3.72566331,0.20342539,0.577467915,0.282846262
la_selva,nephrolepis_rivularis,1,0.1475,643.5,2.116801373,-0.99193788,-1.227845199,96.56398673,26.43803158,0.029860893,0.099381041,0.008049221
la_selva,nephrolepis_rivularis,2,0.1658,104.6,2.458432427,-0.870259085,-0.98039764,95.4838737,20.54930831,0.043523805,0.335388055,0.094224853
la_selva,nephrolepis_rivularis,3,0.1177,110.9,2.957616666,-0.691140171,-0.797618184,96.34844517,17.68927093,0.04848625,0.24043072,0.084553754
la_selva,nephrolepis_rivularis,4,0.217,138.4,2.205520298,-0.805605726,-1.170198599,95.98871943,18.15372056,0.03673405,0.0581324,0.07057177
la_selva,nephrolepis_rivularis,5,0.1386,111.4,5.227316774,-0.708953596,-0.840191309,93.88464714,12.7528683,0.067054906,0.311161365,0.24227852
la_selva,nephrolepis_rivularis,6,0.1208,118.1,2.395876021,-0.851115705,-1.08,94.98247119,15.28791474,0.050022179,0.155482401,0.068103821
la_selva,oleandra_articulata,1,0.1593,1091.4,3.116038564,-0.884383602,-0.979320289,91.96491679,11.69622124,0.077836316,0.677444612,0.019667285
la_selva,oleandra_articulata,3,0.2095,908.8,2.864682894,-0.851313694,-1.0058294,89.67742129,9.007920247,0.095280156,0.446955124,0.034956039
la_selva,oleandra_articulata,5,0.1757,603.9,3.059025388,-0.621934687,-0.806941426,94.08883925,10.55455425,0.072413092,0.202412494,0.035804235
la_selva,oleandra_articulata,6,0.0793,517.3,2.759144292,-1.096977522,-1.383501237,88.11694451,8.877265131,0.087697884,0.260682613,0.02060733
la_selva,oleandra_articulata,7,0.1114,712.6,2.789693321,-0.949912485,-1.22,92.44724481,10.53132037,0.07132479,0.147574727,0.017280799
la_selva,oleandra_articulata,8,0.1202,435.4,2.219043816,-1.136104106,-1.229115362,94.59036584,20.06673029,0.045841899,0.447566954,0.015601703
la_selva,pecluma_pectinata,1,0.1483,643.5,1.905861908,-1.578776773,-1.951682829,93.68830886,26.46954064,0.030789014,0.089559853,0.007512895
la_selva,pecluma_pectinata,2,0.1187,104.6,3.808101355,-1.476767505,-1.916724339,96.12371852,37.13930648,0.020528716,0.044634987,0.049285233
la_selva,pecluma_pectinata,3,0.2497,110.9,1.74456854,-1.593447757,-1.960032842,94.18786182,25.79284693,0.031074521,0.08862591,0.067812066
la_selva,pecluma_pectinata,4,0.1553,138.4,1.783381233,-0.9984196,-1.276523115,93.15454698,12.91096686,0.060517912,0.129152608,0.067280775
la_selva,pecluma_pectinata,5,0.1528,111.4,3.544857079,-0.736528639,-0.872086396,97.04162493,23.0554951,0.035757138,0.140395064,0.096588883
la_selva,pecluma_pectinata,6,0.113,118.1,3.94325048,-0.836360202,-1.104447614,89.38764552,7.919532223,0.094322473,0.255067356,0.197708612
la_selva,phlebodium_aureum,3,0.1513,,,,,,,,,
la_selva,phlebodium_aureum,4,0.1586,282.9,,,,,,,,
la_selva,phlebodium_aureum,5,0.4306,1174.2,,,,,,,,
la_selva,phlebodium_aureum,6,0.6399,1106.6,,,,,,,,
la_selva,phlebodium_aureum,8,0.5816,707.1,,,,,,,,
la_selva,phlebodium_aureum,1r,0.7227,995.77,3.637343858,-0.692708518,-0.790076846,96.28683023,19.35160508,0.045333947,0.250213153,0.066491318
la_selva,phlebodium_aureum,2r,0.3456,403.8,5.201991641,-0.786999347,-0.85754486,94.34821218,15.43439752,0.060474053,0.722653271,0.149580038
la_selva,phlebodium_aureum,3r,0.4609,133.1,,,,,,,,
la_selva,pleopeltis_bradeorum,1,0.1609,99.4,3.223590992,-1.245913075,-1.5,93.44951294,18.76456239,0.043805108,0.152953608,0.126987754
la_selva,pleopeltis_bradeorum,2,0.1557,146,5.145005664,-0.960108495,-0.995629034,91.97613323,13.14572992,0.073657931,2.117004878,0.224527025
la_selva,pleopeltis_bradeorum,3,0.1083,109,6.048443311,-0.895527142,-0.991955357,89.99362342,10.25294327,0.089417372,0.805026843,0.298534804
la_selva,pleopeltis_bradeorum,4,0.1234,141,5.323789725,-0.916982212,-1.022876989,92.28933462,12.15734743,0.073734953,0.562107681,0.190861286
la_selva,pleopeltis_bradeorum,5,0.162,137,3.483639922,-1.060359554,-1.501928776,91.96426081,12.95716405,0.053418917,0.096606929,0.122250399
la_selva,pleopeltis_bradeorum,6,0.2112,61,,,,,,,,
la_selva,polybotrya_osmundacea,1,0.4614,1519.7,2.586927424,-1.237780171,-1.390361371,94.36931591,24.71756165,0.036662606,0.237852912,0.015997599
la_selva,polybotrya_osmundacea,2,0.5936,1314.8,2.471231609,-1.315380516,-1.378128146,97.89879349,52.62339132,0.018025528,0.228921624,0.011172828
la_selva,polybotrya_osmundacea,3,0.5991,1075.7,2.762215038,-1.248474811,-1.383605642,93.76720163,21.88039753,0.041778753,0.355690874,0.035706609
la_selva,polybotrya_osmundacea,4,0.4963,1292.2,2.901101822,-1.117716591,-1.178793481,96.91510521,36.7934201,0.025784746,0.305380719,0.015961286
la_selva,polybotrya_osmundacea,5,0.519,1002.6,3.640866692,-1.148134181,-1.189186793,96.2526754,30.28374783,0.031937646,0.581832254,0.033440659
la_selva,polybotrya_osmundacea,6,0.482,1073.3,2.896804655,-1.327600804,-1.451139333,94.61705898,26.82127265,0.034488285,0.315384825,0.024925519
la_selva,salpichlaena_volubilis,1,0.5986,468,3.200081775,-1.004427387,-1.110396406,94.85954548,20.44389526,0.04439453,0.36397285,0.100950597
la_selva,salpichlaena_volubilis,2,0.9144,576,2.962953755,-0.644415056,-0.83685249,93.55467066,9.297692068,0.079492506,0.182172685,0.207726686
la_selva,salpichlaena_volubilis,3,0.5882,370,3.308992927,-0.809773377,-1.241089678,94.76714575,14.1163555,0.043338401,0.061565372,0.126654175
la_selva,salpichlaena_volubilis,4,0.4261,460,2.873413026,-1.120184538,-1.218797337,95.25783028,23.8161444,0.038554225,0.35728377,0.057010025
la_selva,salpichlaena_volubilis,5,0.7331,429,2.790872567,-0.687832139,-0.963378246,91.58408449,7.699371834,0.095403607,0.142382904,0.252777389
la_selva,salpichlaena_volubilis,6,0.6498,408,3.546141702,-1.003643275,-1.108758389,97.34915889,35.73634314,0.025160829,0.15792183,0.078945625
la_selva,serpocaulon_loriciforme,3,0.0713,172.7,6.382032336,-0.544676611,-0.690124144,86.95959734,3.596276661,0.210262925,0.376452323,0.307606131
la_selva,serpocaulon_loriciforme,4,0.0655,154.5,5.812426646,-0.642413143,-0.723713548,88.28150482,6.529397412,0.139575924,0.676172196,0.191076953
la_selva,serpocaulon_loriciforme,6,0.1308,274.6,5.69968894,-0.59771493,-0.675357612,92.17735714,7.473966353,0.117533601,0.458358315,0.177275167
la_selva,serpocaulon_loriciforme,9,0.1679,225.8,5.416496274,-0.669834799,-0.720686276,94.61973552,12.33265441,0.075339516,0.537347258,0.168575916
la_selva,serpocaulon_loriciforme,10,0.0887,192.8,6.069663748,-0.647238301,-0.749602822,89.89946546,6.650306521,0.130048828,0.514223525,0.201750751
la_selva,serpocaulon_loriciforme,12,0.1023,190.7,5.752546312,-0.804276431,-0.928916963,90.0277086,7.373548508,0.115406667,0.448289015,0.197853373
la_selva,tectaria_incisa,1,0.4822,571.2,4.540461013,-0.973335764,-1.021510159,95.86142897,21.28375677,0.044607255,0.720615301,0.094988702
la_selva,tectaria_incisa,2,0.4927,763.4,6.732143115,-0.814130603,-0.893687289,91.75058963,10.3793077,0.088126462,0.826308808,0.212724531
la_selva,tectaria_incisa,3,0.663,876.2,3.894974064,-0.649074373,-0.720928441,93.96027924,9.387535396,0.094917533,0.566803264,0.155413516
la_selva,tectaria_incisa,4,0.6126,681.5,4.647912274,-0.971782706,-1.047414644,93.31260072,16.30409043,0.057452823,0.667545618,0.133354575
la_selva,tectaria_incisa,5,0.4616,910,5.269974003,-0.759503052,-0.787727209,97.75057346,34.29280478,0.028117832,0.553594553,0.041758242
la_selva,tectaria_incisa,6,0.6043,400.2,4.893199853,-0.938795979,-0.996675451,90.88047826,11.19028398,0.084662371,1.44534763,0.347525266
la_selva,thelypteris_curtii,1,0.3966,757.2,2.452087587,-0.976007456,-1.154254846,89.55288921,8.873765772,0.095200671,0.378522705,0.067927493
la_selva,thelypteris_curtii,2,0.3984,564.9,2.590504438,-1.033661084,-1.190894071,89.59776725,10.74854717,0.081714985,0.468175993,0.082939478
la_selva,thelypteris_curtii,3,0.2557,357.1,2.836962393,-1.300848286,-1.396059262,89.79733489,14.44651619,0.065147022,0.923913529,0.073521865
la_selva,thelypteris_curtii,4,0.2466,701.8,2.89761692,-0.881091349,-1.021710492,89.39863059,8.40996458,0.102159678,0.477850067,0.057803145
la_selva,thelypteris_curtii,5,0.1938,391.5,4.623715787,-0.967137255,-1.078397475,90.14859145,10.10858583,0.08918789,0.478373751,0.113408739
la_selva,thelypteris_curtii,6,0.3517,391.3,2.775358552,-1.179820152,-1.231411735,93.38243764,20.39129619,0.047477529,0.903027331,0.065795657
la_selva,thelypteris_dentata,1,0.3678,514.5,,,,,,,,
la_selva,thelypteris_dentata,2,0.3397,399,3.240077914,-0.875103428,-1.088232195,85.39464726,6.13233141,0.129245071,0.494398339,0.198070405
la_selva,thelypteris_dentata,3,0.1184,640.8,,,,,,,,
la_selva,thelypteris_dentata,4,0.1126,381.7,4.621105313,-0.797439417,-1.04643079,79.3525023,3.867343872,0.190359625,0.543457271,0.144166526
la_selva,thelypteris_dentata,6,0.1718,405.2,3.175798801,-0.894844733,-1.1,80.95641338,4.655217331,0.172401591,0.199779241,0.128966071
la_selva,thelypteris_nicaraguensis,1,0.2204,344.5,3.074973938,-1.280157305,-1.646749133,78.57177833,6.628354379,0.120820102,0.375163281,0.132047595
la_selva,thelypteris_nicaraguensis,2,0.5349,597.2,3.534901091,-1.255247185,-1.400009258,90.2783591,13.62444076,0.066001911,0.378762085,0.116095149
la_selva,thelypteris_nicaraguensis,3,0.5079,683.9,2.756713208,-1.383459264,-1.544681889,89.91992381,14.34053331,0.062801376,0.388869728,0.071428882
la_selva,thelypteris_nicaraguensis,4,0.2278,375.1,2.962119809,-1.264454446,-1.340406295,94.44687184,22.26258198,0.042308127,0.511723749,0.042282491
la_selva,thelypteris_nicaraguensis,5,0.2836,501.9,2.839938157,-1.30870329,-1.63626086,80.43143818,6.854707254,0.115488907,0.407580696,0.102959323
la_selva,thelypteris_nicaraguensis,6,0.4047,665.4,3.308622215,-1.095824705,-1.173842369,94.24948137,22.12882085,0.042804887,0.510798084,0.047854021
