"Group","x","Px","2.5%","97.5%"
"elalat-5",50,1.03207591724369,0.27996305680133,1.44453558778765
"elalat-6",88,3.86822920688179,2.8269439072488,NA
"elalat-1",12,0.0587877289859967,0.00980715013823644,0.193537498837515
"elalat-2",50,0.455724703349651,0.0866879141155569,0.632210858769766
"elalat-3",88,1.76577061886507,1.03716470585706,2.56917798654747
"elalat-4",12,0.20635591530103,0.0144375907664776,1.16953157061922
"elalat-5",50,1.36422776089108,0.959923651863117,NA
"elalat-6",88,4.75759703540876,2.37910126119605,NA
"lomjap-2",12,0.691025406308353,0.184436224531806,1.29015300147829
"lomjap-3",50,2.16534969812649,1.60175913802479,2.65021747576292
"lomjap-4",88,4.6088159044704,3.41262725826494,NA
"lomjap-5",12,0.366760734679196,0.255031054738989,0.881627422326397
"lomjap-6",50,1.27978628341824,1.08258073466308,1.65044095386743
"lomjap-2",88,2.92481429812511,2.4355444942927,NA
"lomjap-3",12,0.378118957693876,0.0263739597918778,1.38614131153074
"lomjap-4",50,1.74156146386265,1.22522646105675,2.88738099883748
"lomjap-5",88,4.78224066463371,2.675045899808,NA
"lomjap-6",12,1.00987367448652,0.876644138467629,1.35721667778623
"lomjap-2",50,2.04452689898977,1.78890801416407,2.27032524297412
"lomjap-3",88,3.25977084264528,2.50053823393662,3.58884877610842
"lomjap-4",12,0.176899283445343,0.0918677137913678,0.43281166108605
"lomjap-5",50,1.11918856519991,0.940925676391091,1.4237659211938
"lomjap-6",88,3.79119985083067,2.96039731541963,NA
"lommax-1",12,0.673339706257774,0.0706493405929373,1.10314532931621
"lommax-3",50,1.66381242546449,0.988162492679736,2.58004234855802
"lommax-4",88,3.02646966669715,2.59037114263907,NA
"lommax-1",12,0.724834433079295,0.268020473109079,1.38942603413338
"lommax-3",50,1.80367246594143,1.42907865981511,2.61580042831434
"lommax-4",88,3.29614240260337,2.60036973343286,NA
"lommax-1",12,0.13865510729985,0.0217054795629349,0.600714368572138
"lommax-3",50,1.08390006253136,0.693244101370985,1.56604562563861
"lommax-4",88,4.22305437460944,2.93039761878567,NA
"olecos-2",12,0.352201943317139,0.221292716359883,0.762049882258228
"olecos-3",50,1.03200872826303,0.82091769909452,1.31887997121522
"olecos-4",88,2.10121656502232,1.72623645279066,NA
"olecos-6",12,0.178808009340775,0.127798356899386,0.679084986377835
"olecos-7",50,0.718976593417515,0.662655135159456,1.19642818732001
"olecos-8",88,1.80467148075809,1.46638921976919,2.20534528950263
"olecos-2",12,0.225703598633629,0.127459446927198,0.622482875994188
"olecos-3",50,0.882612074596012,0.746275296972879,1.24234540108166
"olecos-4",88,2.17496907940594,1.81938518161678,NA
"olecos-6",12,0.197962961623599,0.145987534936434,0.334847919310439
"olecos-7",50,0.831182753712711,0.771984180272834,0.960399223476423
"olecos-8",88,2.14685939119428,1.92547093196864,NA
"olecos-2",12,0.328367549554326,0.206601224538503,0.785175222124506
"olecos-3",50,1.01641444410756,0.868034705475639,1.35317553505527
"olecos-4",88,2.14590945955936,1.8087431605233,NA
"olecos-6",12,0.159621460639761,0.0102476052073248,0.923858267068698
"olecos-7",50,0.922399495718535,0.657988724731587,1.6227802149038
"olecos-8",88,2.94284918009518,1.97021660878438,NA
"olfcer-2",12,0.407152742375356,0.159776430847743,0.853000807623882
"olfcer-2",50,1.34729704838698,1.00686433931689,1.71261618812711
"olfcer-2",88,2.97290183714376,2.48778712225854,NA
"olfcer-3",12,0.377009698978894,0.336239077795138,0.444833673252685
"olfcer-3",50,1.06396191835963,1.0252990249159,1.09687376247151
"olfcer-3",88,2.11310596635519,1.93886011509823,2.31122370979858
"olfcer-4",12,0.262104073160639,0.0229934588736377,0.792839878746483
"olfcer-4",50,1.19613626798582,0.885467120162916,2.08970270061379
"olfcer-4",88,3.26456645872888,2.379124971567,NA
"olfcer-5",12,0.266750479998458,0.102757111260395,0.599730608396296
"olfcer-5",50,1.28974980943782,1.06579934101498,1.63765219722145
"olfcer-5",88,3.65717966879324,2.74595324280213,NA
"olfcer-7",12,0.0689872755194334,0.0314786111219163,0.341391121287786
"olfcer-7",50,0.466536725282717,0.395069004401705,0.823175788421462
"olfcer-7",88,1.65157776492278,1.28464345732901,NA
"parexc-10",12,0.327653719861622,0.159111912476027,0.620519963511046
"parexc-2",50,1.0346484072477,0.817192758946105,1.2116963631167
"parexc-4",88,2.21342853057311,1.87724848505073,NA
"parexc-6",12,0.0428168567589803,0.0234495519646244,0.124705377842818
"parexc-8",50,0.468855459696586,0.417947077850792,0.620397243294841
"parexc-9",88,2.2828715373981,1.75329688649344,NA
"parexc-10",12,0.442586086124823,0.298683614851279,0.6097395011031
"parexc-2",50,1.27390943180796,1.06117571328133,1.40784176381689
"parexc-4",88,2.56330241031387,2.33692794836474,NA
"parexc-6",12,0.232548566769371,0.048681314232822,0.877547387906988
"parexc-8",50,0.912172411221773,0.626102687275182,1.36450895636813
"parexc-9",88,2.25237667912647,1.54793794023715,NA
"parexc-10",12,0.272866889350796,0.0397322897356684,0.621394329272334
"parexc-2",50,0.982466091928351,0.636727287864418,1.32712516385654
"parexc-4",88,2.29235059697853,1.37729145382269,NA
"parexc-6",12,0.303483682632607,0.231299214719101,0.439096769355418
"parexc-8",50,1.03135379123162,0.937988801265028,1.13340492259663
"parexc-9",88,2.31619162829521,2.04246857229032,NA
"phlaur-1",12,0.624269472414705,0.24139503050717,1.32016746014802
"phlaur-2",50,1.41871872936166,0.82828592564001,1.76932299926807
"phlaur-3",88,2.44168820885862,1.86522891956638,NA
"phlaur-4",12,1.16605038577109,0.405306237829698,1.2633553557255
"phlaur-5",50,1.81771715379155,1.42368206693107,NA
"phlaur-6",88,2.43805843869946,2.33303737675544,NA
"phlaur-1",12,1.20495076939896,0.455510491306138,1.28401558790936
"phlaur-2",50,1.71823529864716,1.1937812819737,NA
"phlaur-3",88,2.17274296268699,2.12273144781819,NA
"phlaur-4",12,0.836314921177838,0.395663150568128,0.985006751691715
"phlaur-5",50,1.33495575427232,1.05269753703395,1.52804434470074
"phlaur-6",88,1.81881640182144,1.63763732926649,2.13627067837586
"phlaur-1",12,1.19761918775009,0.538378406603179,1.37862680304087
"phlaur-2",50,1.88086670898958,1.4684225849573,2.04120634890459
"phlaur-3",88,2.5352000474912,2.2220344770331,2.85131539744392
"phlaur-4",12,0.738508976632183,0.342553831816521,0.847972767662105
"phlaur-5",50,1.27087233713589,0.959519334072518,1.32075054584464
"phlaur-6",88,1.8197721733327,1.73698586507826,NA
"polosm-1",12,0.0315279281733747,0.0105802934425673,0.95573530577672
"polosm-2",50,0.483542826033321,0.288867596708431,1.48146411088908
"polosm-3",88,2.94202115956341,1.57374191516371,NA
"polosm-4",12,0.306747652184923,0.261738432891441,0.422094302520821
"polosm-5",50,0.86258568073138,0.816566776862422,0.948043620647776
"polosm-6",88,1.70911237973197,1.56443754734233,1.90683474995189
"polosm-1",12,0.143352610965272,0.047808410935983,0.48707403509078
"polosm-2",50,0.727267979217782,0.569363891447836,1.04563886407327
"polosm-3",88,2.12887593141411,1.70024397021139,NA
"polosm-4",12,0.287350562691292,0.014938977722052,1.36906523583932
"polosm-5",50,1.2979410492633,0.784659806000471,1.99438327310368
"polosm-6",88,3.51841847054717,2.04657204218744,NA
"polosm-1",12,0.751682138819249,0.448434168044534,1.10977198032554
"polosm-2",50,1.4130342648679,1.1294879563958,1.57242932821764
"polosm-3",88,2.14509252376068,1.90941228121073,NA
"polosm-4",12,0.546063360482255,0.0946259893192034,1.28423979967044
"polosm-5",50,1.34302050712712,0.658444372977634,1.68652539182715
"polosm-6",88,2.43540771035822,1.61962499423858,NA
"sertri-1",12,0.515639588632276,0.384232736361588,0.664174660674783
"sertri-2",50,1.02383745199009,0.873929141605159,1.09594495684351
"sertri-3",88,1.61154571401488,1.48889665101718,1.8745635941147
"sertri-4",12,0.479058855823754,0.447312099097127,0.50382141187986
"sertri-5",50,1.13461157099533,1.10372109039296,1.1550136010105
"sertri-6",88,2.00679117608714,1.9591846253246,NA
"sertri-1",12,0.488221855282414,0.420016519900401,0.615860727144226
"sertri-2",50,1.14622129616969,1.04466060588884,1.23154283922332
"sertri-3",88,2.01560564159177,1.90827532423923,2.18937947820545
"sertri-4",12,1.21249192301431,0.705453952265711,1.33012327265096
"sertri-5",50,1.74032627570071,1.43297786829509,NA
"sertri-6",88,2.210210716563,2.12650846264555,NA
"sertri-1",12,0.89602251322729,0.552645146435699,0.913938082185182
"sertri-2",50,1.2849399887199,1.05244968094502,1.47138610280095
"sertri-3",88,1.63090740036202,1.6091681745075,2.14850820260949
"sertri-4",12,1.15333195148713,0.594963075213765,1.27358681548342
"sertri-5",50,1.70041906922069,1.3333204579945,NA
"sertri-6",88,2.19818274508433,2.11308112871258,NA
"serfra-1",12,1.14780502270595,0.45750675868025,2.16362865935813
"serfra-10",50,2.07514938086109,1.64652049893252,2.81717303318684
"serfra-11",88,3.0700182510918,2.40159822507258,NA
"serfra-2",12,1.16227119747314,0.973572491768003,1.23240746337257
"serfra-3",50,1.70706862348993,1.62056125733912,1.8722973162882
"serfra-6",88,2.20121349654556,2.11399062965715,NA
"serfra-9",12,1.13242293056788,0.228912726193188,1.29952275097484
"serfra-1",50,1.70788721436987,1.16422307238465,NA
"serfra-10",88,2.2412007602153,2.12180360821198,NA
"serfra-11",12,0.957393590365369,0.614019516015463,1.21395137382785
"serfra-2",50,1.50509878798613,1.30338567096762,1.7279751295648
"serfra-3",88,2.03005151664686,1.70964270479195,2.22750030313176
"serfra-6",12,1.21446603180482,0.682340293549294,1.44823133435364
"serfra-9",50,1.87588664919018,1.55863173536822,2.13106524404513
"serfra-1",88,2.50084636982157,2.15644954179952,2.82460739112082
"serfra-10",12,0.837089982980001,0.506990600484299,1.04459103066298
"serfra-11",50,1.48798543289876,1.29533940164836,1.77942160672332
"serfra-2",88,2.17683793908715,1.77693456457433,2.52513825428099
"serfra-3",12,1.20441340034698,0.613289467961078,1.59226544872036
"serfra-6",50,1.90701427006067,1.64618603733339,2.10063721716536
"serfra-9",88,2.58433494702963,2.33818264359996,NA
"tecinc-1",12,0.0726130267509395,0.0221988764043063,0.377174998383893
"tecinc-2",50,0.556351727578803,0.406250691152449,0.958068246010305
"tecinc-3",88,2.13904908969947,1.60458904094211,NA
"tecinc-4",12,0.277612736856505,0.0282540670882127,0.417326275761179
"tecinc-5",50,0.828391216984692,0.391851585962041,1.01616535293536
"tecinc-6",88,1.7070675344924,1.1971146232688,2.25273159836477
"tecinc-1",12,0.0102707768424823,0.0112828559196296,0.0194998309155025
"tecinc-2",50,0.254132188985697,0.184439485043371,0.292758519968241
"tecinc-3",88,2.12152393559441,1.72844137733364,NA
"tecinc-4",12,0.0257510415947797,0.0113571757075106,0.283968991313441
"tecinc-5",50,0.440638783730265,0.303119717640697,0.985611558680018
"tecinc-6",88,2.88230934478763,2.17578621561157,NA
"tecinc-1",12,0.215200903054448,0.213782818874982,0.215653914360032
"tecinc-2",50,0.489813590471846,0.489607066865673,0.489899961130674
"tecinc-3",88,0.843845455999302,0.842584784245697,0.846801355396487
"tecinc-4",12,0.233672847696806,0.129578780358116,0.516845865981123
"tecinc-5",50,0.896670116735794,0.688516211131303,1.13091929638764
"tecinc-6",88,2.18216763125856,1.84614230873331,NA
