"species","plant_no","site.x","wet_weight_g","psi_bars","dry_mass","psi_mpa","psi2","leafwater","curve_id","rwc","rwc_perc","rwc_100","site.y","niche","genusspecies","group","niche2"
"asplenium_auritum","3","laselva",1.1602,1.9,0.2477,-0.19,5.26315789473684,0.9125,"asplenium_auritum-3",0.996846466646549,99.6846466646548,0.315353335345151,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","3","laselva",1.1201,4,0.2477,-0.4,2.5,0.8724,"asplenium_auritum-3",0.9530398438383,95.30398438383,4.69601561616996,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","3","laselva",1.1185,7.1,0.2477,-0.71,1.40845070422535,0.8708,"asplenium_auritum-3",0.951291948663906,95.1291948663906,4.87080513360935,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","3","laselva",1.1005,9,0.2477,-0.9,1.11111111111111,0.8528,"asplenium_auritum-3",0.931628127951974,93.1628127951975,6.83718720480255,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","3","laselva",1.1309,2.9,0.2477,-0.29,3.44827586206897,0.8832,"asplenium_auritum-3",0.964838136265459,96.4838136265459,3.51618637345406,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","3","laselva",1.0737,13,0.2477,-1.3,0.769230769230769,0.826,"asplenium_auritum-3",0.902350883780876,90.2350883780876,9.7649116219124,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","3","laselva",1.0567,13,0.2477,-1.3,0.769230769230769,0.809,"asplenium_auritum-3",0.88377949755294,88.377949755294,11.622050244706,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","3","laselva",1.0969,12.2,0.2477,-1.22,0.819672131147541,0.8492,"asplenium_auritum-3",0.927695363809588,92.7695363809588,7.23046361904119,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.6821,1,0.0907,-0.1,10,0.5914,"asplenium_auritum-4",0.992509627935613,99.2509627935613,0.749037206438658,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.6699,2.1,0.0907,-0.21,4.76190476190476,0.5792,"asplenium_auritum-4",0.972035131045498,97.2035131045498,2.79648689545023,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.6572,2,0.0907,-0.2,5,0.5665,"asplenium_auritum-4",0.950721515430377,95.0721515430377,4.92784845696229,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.6469,2,0.0907,-0.2,5,0.5562,"asplenium_auritum-4",0.933435669695279,93.3435669695279,6.65643303047206,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.6361,3.1,0.0907,-0.31,3.2258064516129,0.5454,"asplenium_auritum-4",0.915310705235177,91.5310705235177,8.46892947648232,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.6203,6,0.0907,-0.6,1.66666666666667,0.5296,"asplenium_auritum-4",0.888794553525027,88.8794553525027,11.1205446474973,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.6091,6.9,0.0907,-0.69,1.44927536231884,0.5184,"asplenium_auritum-4",0.86999829408492,86.999829408492,13.000170591508,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.6002,8,0.0907,-0.8,1.25,0.5095,"asplenium_auritum-4",0.855061980779836,85.5061980779836,14.4938019220164,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.5875,8.8,0.0907,-0.88,1.13636363636364,0.4968,"asplenium_auritum-4",0.833748365164716,83.3748365164715,16.6251634835285,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.5761,9,0.0907,-0.9,1.11111111111111,0.4854,"asplenium_auritum-4",0.814616458234607,81.4616458234607,18.5383541765393,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","4","laselva",0.678,1.5,0.0907,-0.15,6.66666666666667,0.5873,"asplenium_auritum-4",0.985628854390575,98.5628854390575,1.43711456094255,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","5","laselva",1.37,1.8,0.3297,-0.18,5.55555555555556,1.0403,"asplenium_auritum-5",1.01179509013762,101.179509013762,-1.17950901376207,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","5","laselva",1.3271,2.3,0.3297,-0.23,4.34782608695652,0.9974,"asplenium_auritum-5",0.970070578586237,97.0070578586237,2.99294214137628,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","5","laselva",1.3148,2.6,0.3297,-0.26,3.84615384615385,0.9851,"asplenium_auritum-5",0.958107606742834,95.8107606742834,4.18923932571663,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","5","laselva",1.3052,5,0.3297,-0.5,2,0.9755,"asplenium_auritum-5",0.948770653108958,94.8770653108958,5.12293468910423,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","5","laselva",1.3381,2,0.3297,-0.2,5,1.0084,"asplenium_auritum-5",0.98076917129172,98.076917129172,1.92308287082798,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","5","laselva",1.2388,14,0.3297,-1.4,0.714285714285714,0.9091,"asplenium_auritum-5",0.884190057141316,88.4190057141316,11.5809942858684,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","5","laselva",1.2232,14.9,0.3297,-1.49,0.671140939597315,0.8935,"asplenium_auritum-5",0.869017507486267,86.9017507486267,13.0982492513733,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","5","laselva",1.2598,12.1,0.3297,-1.21,0.826446280991736,0.9301,"asplenium_auritum-5",0.904614643215419,90.4614643215419,9.53853567845806,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.3042,1.8,0.2007,-0.18,5.55555555555556,1.1035,"asplenium_auritum-6",0.95614863562476,95.614863562476,4.38513643752397,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.2971,2.2,0.2007,-0.22,4.54545454545454,1.0964,"asplenium_auritum-6",0.949996705119155,94.9996705119155,5.0003294880845,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.2826,2.8,0.2007,-0.28,3.57142857142857,1.0819,"asplenium_auritum-6",0.937432903382355,93.7432903382355,6.25670966176453,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.2575,2.9,0.2007,-0.29,3.44827586206897,1.0568,"asplenium_auritum-6",0.915684529341411,91.5684529341411,8.43154706585891,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.242,2.9,0.2007,-0.29,3.44827586206897,1.0413,"asplenium_auritum-6",0.902254258519314,90.2254258519314,9.77457414806858,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.2906,2.6,0.2007,-0.26,3.84615384615385,1.0899,"asplenium_auritum-6",0.944364656064727,94.4364656064727,5.56353439352726,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.1862,5.9,0.2007,-0.59,1.69491525423729,0.9855,"asplenium_auritum-6",0.853905283559766,85.3905283559766,14.6094716440234,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.163,6.8,0.2007,-0.68,1.47058823529412,0.9623,"asplenium_auritum-6",0.833803200780885,83.3803200780885,16.6196799219115,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.148,7,0.2007,-0.7,1.42857142857143,0.9473,"asplenium_auritum-6",0.820806164501437,82.0806164501437,17.9193835498563,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.2147,3.5,0.2007,-0.35,2.85714285714286,1.014,"asplenium_auritum-6",0.878599652490718,87.8599652490718,12.1400347509282,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.0857,8.8,0.2007,-0.88,1.13636363636364,0.885,"asplenium_auritum-6",0.766825140487461,76.6825140487461,23.3174859512539,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_auritum","6","laselva",1.111,7.8,0.2007,-0.78,1.28205128205128,0.9103,"asplenium_auritum-6",0.788746808345464,78.8746808345464,21.1253191654536,"la_selva","epiphyte","aspaur","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.5252,1,0.2479,-0.1,10,1.2773,"asplenium_juglandifolia-1",0.965422315887013,96.5422315887013,3.45776841129873,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.5184,1,0.2479,-0.1,10,1.2705,"asplenium_juglandifolia-1",0.960282668389924,96.0282668389924,3.97173316100761,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.5152,1.5,0.2479,-0.15,6.66666666666667,1.2673,"asplenium_juglandifolia-1",0.957864010744235,95.7864010744235,4.21359892557649,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.5062,2,0.2479,-0.2,5,1.2583,"asplenium_juglandifolia-1",0.951061536115735,95.1061536115735,4.89384638842651,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.4986,3.9,0.2479,-0.39,2.56410256410256,1.2507,"asplenium_juglandifolia-1",0.945317224207224,94.5317224207224,5.46827757927763,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.4912,4.9,0.2479,-0.49,2.04081632653061,1.2433,"asplenium_juglandifolia-1",0.939724078401568,93.9724078401568,6.02759215984318,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.4865,5.2,0.2479,-0.52,1.92307692307692,1.2386,"asplenium_juglandifolia-1",0.936171674984463,93.6171674984463,6.38283250155374,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.4711,7,0.2479,-0.7,1.42857142857143,1.2232,"asplenium_juglandifolia-1",0.924531885064585,92.4531885064585,7.54681149354151,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.4631,7,0.2479,-0.7,1.42857142857143,1.2152,"asplenium_juglandifolia-1",0.918485240950363,91.8485240950363,8.15147590496375,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.4521,8,0.2479,-0.8,1.25,1.2042,"asplenium_juglandifolia-1",0.910171105293307,91.0171105293307,8.98288947066932,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.4396,8.9,0.2479,-0.89,1.12359550561798,1.1917,"asplenium_juglandifolia-1",0.900723223864835,90.0723223864835,9.92767761351654,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.4213,10.5,0.2479,-1.05,0.952380952380952,1.1734,"asplenium_juglandifolia-1",0.886891525453551,88.6891525453551,11.3108474546449,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.4054,12,0.2479,-1.2,0.833333333333333,1.1575,"asplenium_juglandifolia-1",0.874873820276534,87.4873820276534,12.5126179723466,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.346,12.1,0.2479,-1.21,0.826446280991736,1.0981,"asplenium_juglandifolia-1",0.829977487728434,82.9977487728434,17.0022512271566,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.1806,14.9,0.2479,-1.49,0.671140939597315,0.9327,"asplenium_juglandifolia-1",0.704963120666889,70.4963120666889,29.5036879333111,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","1","laselva",1.5109,2,0.2479,-0.2,5,1.263,"asplenium_juglandifolia-1",0.95461393953284,95.461393953284,4.53860604671596,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",1.0859,1.9,0.1889,-0.19,5.26315789473684,0.897,"asplenium_juglandifolia-2",0.948732253759444,94.8732253759444,5.1267746240556,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",1.0777,4.2,0.1889,-0.42,2.38095238095238,0.8888,"asplenium_juglandifolia-2",0.940059339065099,94.0059339065099,5.99406609349009,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",1.0716,6,0.1889,-0.6,1.66666666666667,0.8827,"asplenium_juglandifolia-2",0.933607536670525,93.3607536670525,6.63924633294747,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",1.0664,6.9,0.1889,-0.69,1.44927536231884,0.8775,"asplenium_juglandifolia-2",0.928107639547282,92.8107639547282,7.1892360452718,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",1.076,7.2,0.1889,-0.72,1.38888888888889,0.8871,"asplenium_juglandifolia-2",0.938261295774808,93.8261295774808,6.1738704225192,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",1.0816,8.9,0.1889,-0.89,1.12359550561798,0.8927,"asplenium_juglandifolia-2",0.944184261907531,94.4184261907531,5.58157380924689,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",1.0725,11.3,0.1889,-1.13,0.884955752212389,0.8836,"asplenium_juglandifolia-2",0.934559441941856,93.4559441941856,6.54405580581442,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",1.0452,10.5,0.1889,-1.05,0.952380952380952,0.8563,"asplenium_juglandifolia-2",0.905684982044829,90.5684982044829,9.43150179551708,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",1.0121,12.2,0.1889,-1.22,0.819672131147541,0.8232,"asplenium_juglandifolia-2",0.870676021510339,87.0676021510339,12.9323978489661,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",0.9481,16.1,0.1889,-1.61,0.62111801242236,0.7592,"asplenium_juglandifolia-2",0.8029849799935,80.29849799935,19.70150200065,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","2","laselva",1.0822,3,0.1889,-0.3,3.33333333333333,0.8933,"asplenium_juglandifolia-2",0.944818865421752,94.4818865421752,5.51811345782482,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4901,0.7,0.2304,-0.07,14.2857142857143,1.2597,"asplenium_juglandifolia-3",0.990064010193448,99.0064010193448,0.993598980655221,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4856,0.7,0.2304,-0.07,14.2857142857143,1.2552,"asplenium_juglandifolia-3",0.986527225208237,98.6527225208237,1.34727747917634,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4811,1.3,0.2304,-0.13,7.69230769230769,1.2507,"asplenium_juglandifolia-3",0.982990440223026,98.2990440223026,1.70095597769745,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4673,2.6,0.2304,-0.26,3.84615384615385,1.2369,"asplenium_juglandifolia-3",0.972144299601711,97.2144299601711,2.78557003982888,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4556,3.9,0.2304,-0.39,2.56410256410256,1.2252,"asplenium_juglandifolia-3",0.962948658640162,96.2948658640162,3.70513413598378,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4462,5.1,0.2304,-0.51,1.96078431372549,1.2158,"asplenium_juglandifolia-3",0.955560707782165,95.5560707782165,4.44392922178346,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4334,6,0.2304,-0.6,1.66666666666667,1.203,"asplenium_juglandifolia-3",0.945500519379787,94.5500519379787,5.44994806202129,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4226,8.9,0.2304,-0.89,1.12359550561798,1.1922,"asplenium_juglandifolia-3",0.93701223541528,93.701223541528,6.29877645847196,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4131,12,0.2304,-1.2,0.833333333333333,1.1827,"asplenium_juglandifolia-3",0.92954568933539,92.954568933539,7.04543106646099,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4013,11,0.2304,-1.1,0.909090909090909,1.1709,"asplenium_juglandifolia-3",0.920271453151947,92.0271453151947,7.97285468480527,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.3498,13.2,0.2304,-1.32,0.757575757575758,1.1194,"asplenium_juglandifolia-3",0.879794913876753,87.9794913876753,12.0205086123247,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.2969,15.1,0.2304,-1.51,0.662251655629139,1.0665,"asplenium_juglandifolia-3",0.838218041495048,83.8218041495048,16.1781958504952,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","3","laselva",1.4743,2,0.2304,-0.2,5,1.2439,"asplenium_juglandifolia-3",0.977645965134262,97.7645965134262,2.2354034865738,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.7884,12.4,0.1339,-1.24,0.806451612903226,0.6545,"asplenium_juglandifolia-4",0.96370098133734,96.370098133734,3.629901866266,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.7779,2.4,0.1339,-0.24,4.16666666666667,0.644,"asplenium_juglandifolia-4",0.948240537786474,94.8240537786474,5.17594622135262,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.7733,3,0.1339,-0.3,3.33333333333333,0.6394,"asplenium_juglandifolia-4",0.941467391087999,94.1467391087999,5.85326089120012,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.766,5.5,0.1339,-0.55,1.81818181818182,0.6321,"asplenium_juglandifolia-4",0.930718701762158,93.0718701762158,6.92812982378416,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.752,9.5,0.1339,-0.95,1.05263157894737,0.6181,"asplenium_juglandifolia-4",0.91010477702767,91.010477702767,8.98952229723302,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.7445,11.2,0.1339,-1.12,0.892857142857143,0.6106,"asplenium_juglandifolia-4",0.899061603062765,89.9061603062765,10.0938396937235,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.7343,12.5,0.1339,-1.25,0.8,0.6004,"asplenium_juglandifolia-4",0.884042886470495,88.4042886470495,11.5957113529505,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.726,13.9,0.1339,-1.39,0.719424460431655,0.5921,"asplenium_juglandifolia-4",0.871821773949334,87.1821773949334,12.8178226050666,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.719,12.1,0.1339,-1.21,0.826446280991736,0.5851,"asplenium_juglandifolia-4",0.86151481158209,86.151481158209,13.848518841791,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.7091,12.8,0.1339,-1.28,0.78125,0.5752,"asplenium_juglandifolia-4",0.846937821948415,84.6937821948415,15.3062178051585,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.6696,17,0.1339,-1.7,0.588235294117647,0.5357,"asplenium_juglandifolia-4",0.788777105733251,78.8777105733251,21.1222894266749,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_juglandifolia","4","laselva",0.7666,4,0.1339,-0.4,2.5,0.6327,"asplenium_juglandifolia-4",0.931602155679351,93.1602155679351,6.83978443206493,"la_selva","epiphyte","aspjug","E2","epiphyte"
"asplenium_serratum","1","laselva",3.024,1,0.3806,-0.1,10,2.6434,"asplenium_serratum-1",0.991557263986535,99.1557263986535,0.844273601346472,"la_selva","epiphyte","aspser","E2","epiphyte"
"asplenium_serratum","1","laselva",2.9942,2.8,0.3806,-0.28,3.57142857142857,2.6136,"asplenium_serratum-1",0.980379081922981,98.0379081922981,1.96209180770185,"la_selva","epiphyte","aspser","E2","epiphyte"
"asplenium_serratum","1","laselva",2.9786,4,0.3806,-0.4,2.5,2.598,"asplenium_serratum-1",0.974527416144745,97.4527416144745,2.5472583855255,"la_selva","epiphyte","aspser","E2","epiphyte"
"asplenium_serratum","1","laselva",2.9648,5.1,0.3806,-0.51,1.96078431372549,2.5842,"asplenium_serratum-1",0.96935094257169,96.935094257169,3.06490574283103,"la_selva","epiphyte","aspser","E2","epiphyte"
"asplenium_serratum","1","laselva",3.0103,1.5,0.3806,-0.15,6.66666666666667,2.6297,"asplenium_serratum-1",0.986418301091546,98.6418301091546,1.35816989084543,"la_selva","epiphyte","aspser","E2","epiphyte"
"asplenium_serratum","1","laselva",2.9349,7.6,0.3806,-0.76,1.31578947368421,2.5543,"asplenium_serratum-1",0.95813524983007,95.813524983007,4.186475016993,"la_selva","epiphyte","aspser","E2","epiphyte"
"asplenium_serratum","1","laselva",2.9191,8.5,0.3806,-0.85,1.17647058823529,2.5385,"asplenium_serratum-1",0.952208562695702,95.2208562695702,4.77914373042975,"la_selva","epiphyte","aspser","E2","epiphyte"
"asplenium_serratum","1","laselva",2.9052,9.5,0.3806,-0.95,1.05263157894737,2.5246,"asplenium_serratum-1",0.946994578444582,94.6994578444582,5.30054215554185,"la_selva","epiphyte","aspser","E2","epiphyte"
"asplenium_serratum","1","laselva",2.8767,10,0.3806,-1,1,2.4961,"asplenium_serratum-1",0.936304035195881,93.6304035195881,6.36959648041193,"la_selva","epiphyte","aspser","E2","epiphyte"
"asplenium_serratum","1","laselva",2.838,10.8,0.3806,-1.08,0.925925925925926,2.4574,"asplenium_serratum-1",0.921787402784487,92.1787402784487,7.82125972155133,"la_selva","epiphyte","aspser","E2","epiphyte"
"asplenium_serratum","1","laselva",2.9525,6.5,0.3806,-0.65,1.53846153846154,2.5719,"asplenium_serratum-1",0.964737129169619,96.4737129169619,3.52628708303811,"la_selva","epiphyte","aspser","E2","epiphyte"
