site,species,plant_no,disk,fov_mm2,sd_cm2,sd_mm2,niche,genusspecies,group
la_selva,nephrolepis_biserrata,9,1,0.159,0.489168414,48.91684137,terrestrial,nepbis,E1
la_selva,nephrolepis_biserrata,9,2,0.159,0.587002096,58.70020964,terrestrial,nepbis,E1
la_selva,nephrolepis_biserrata,9,3,0.159,0.517120894,51.71208945,terrestrial,nepbis,E1
la_selva,nephrolepis_rivularis,1,1,0.159,0.384346611,38.43466108,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,1,2,0.159,0.35639413,35.639413,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,1,3,0.159,0.34241789,34.24178896,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,2,1,0.159,0.307477289,30.74772886,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,2,2,0.159,0.321453529,32.1453529,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,2,3,0.159,0.37037037,37.03703704,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,3,1,0.159,0.37037037,37.03703704,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,3,2,0.159,0.37037037,37.03703704,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,3,3,0.159,0.35639413,35.639413,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,4,1,0.159,0.216631726,21.66317261,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,4,2,0.159,0.259958071,25.99580713,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,4,3,0.159,0.209643606,20.96436059,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,5,1,0.159,0.237596087,23.75960867,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,5,2,0.159,0.268343816,26.83438155,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,5,3,0.159,0.167714885,16.77148847,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,6,1,0.159,0.35639413,35.639413,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,6,2,0.159,0.37037037,37.03703704,terrestrial,nepriv,E1
la_selva,nephrolepis_rivularis,6,3,0.159,0.314465409,31.44654088,terrestrial,nepriv,E1
la_selva,oleandra_articulata,1,1,0.166,1.318607764,131.8607764,epiphyte,oleart,E1
la_selva,oleandra_articulata,1,2,0.166,1.271753681,127.1753681,epiphyte,oleart,E1
la_selva,oleandra_articulata,1,3,0.166,1.111111111,111.1111111,epiphyte,oleart,E1
la_selva,oleandra_articulata,3,1,0.166,0.796519411,79.6519411,epiphyte,oleart,E1
la_selva,oleandra_articulata,3,2,0.166,0.957161981,95.71619813,epiphyte,oleart,E1
la_selva,oleandra_articulata,3,3,0.166,0.910307898,91.03078983,epiphyte,oleart,E1
la_selva,oleandra_articulata,5,1,0.166,1.171352075,117.1352075,epiphyte,oleart,E1
la_selva,oleandra_articulata,5,2,0.166,1.037483266,103.7483266,epiphyte,oleart,E1
la_selva,oleandra_articulata,5,3,0.166,1.184738956,118.4738956,epiphyte,oleart,E1
la_selva,oleandra_articulata,6,1,0.166,1.218206158,121.8206158,epiphyte,oleart,E1
la_selva,oleandra_articulata,6,2,0.166,1.24497992,124.497992,epiphyte,oleart,E1
la_selva,oleandra_articulata,6,3,0.166,1.311914324,131.1914324,epiphyte,oleart,E1
la_selva,oleandra_articulata,7,1,0.166,1.285140562,128.5140562,epiphyte,oleart,E1
la_selva,oleandra_articulata,7,2,0.166,1.111111111,111.1111111,epiphyte,oleart,E1
la_selva,oleandra_articulata,7,3,0.166,1.178045515,117.8045515,epiphyte,oleart,E1
la_selva,pecluma_pectinata,1,1,0.159,0.328441649,32.84416492,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,1,2,0.159,0.34940601,34.94060098,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,1,3,0.159,0.34241789,34.24178896,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,2,1,0.159,0.335429769,33.54297694,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,2,2,0.159,0.321453529,32.1453529,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,2,3,0.159,0.34241789,34.24178896,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,3,1,0.159,0.335429769,33.54297694,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,3,2,0.159,0.384346611,38.43466108,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,3,3,0.159,0.328441649,32.84416492,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,4,1,0.159,0.35639413,35.639413,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,4,2,0.159,0.301886792,30.18867925,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,4,3,0.159,0.419287212,41.92872117,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,5,1,0.159,0.335429769,33.54297694,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,5,2,0.159,0.310272537,31.02725367,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,5,3,0.159,0.35639413,35.639413,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,6,1,0.159,0.405310971,40.53109713,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,6,2,0.159,0.318658281,31.86582809,epiphyte,pecpec,E1
la_selva,pecluma_pectinata,6,3,0.159,0.398322851,39.83228512,epiphyte,pecpec,E1
la_selva,phlebodium_aureum,1,1,2.57,0.352788586,35.27885863,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,1,2,2.57,0.383916991,38.39169909,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,1,3,2.57,0.428015564,42.80155642,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,2,1,2.57,0.413748379,41.37483787,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,2,2,2.57,0.377431907,37.74319066,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,2,3,2.57,0.38002594,38.00259403,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,3,1,2.57,0.50843061,50.84306096,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,3,2,2.57,0.530479896,53.04798962,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,3,3,2.57,0.551232166,55.1232166,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,4,1,2.57,0.477302205,47.73022049,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,4,2,2.57,0.424124514,42.41245136,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,4,3,2.57,0.394293126,39.42931258,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,5,1,2.57,0.416342412,41.63424125,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,5,2,2.57,0.495460441,49.5460441,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,5,3,2.57,0.342412451,34.24124514,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,6,1,2.57,0.430609598,43.06095979,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,6,2,2.57,0.443579767,44.35797665,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,6,3,2.57,0.444876783,44.48767834,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,7,1,2.57,0.470817121,47.08171206,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,7,2,2.57,0.422827497,42.28274968,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,7,3,2.57,0.395590143,39.55901427,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,8,1,2.57,0.300907912,30.09079118,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,8,2,2.57,0.260700389,26.07003891,epiphyte,phlaur,E1
la_selva,phlebodium_aureum,8,3,2.57,0.303501946,30.35019455,epiphyte,phlaur,E1
la_selva,pleopeltis_bradeorum,1,1,0.166,0.174029451,17.40294511,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,1,2,0.166,0.15394913,15.39491299,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,1,3,0.166,0.120481928,12.04819277,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,2,1,0.166,0.120481928,12.04819277,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,2,2,0.166,0.15394913,15.39491299,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,2,3,0.166,0.127175368,12.71753681,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,3,1,0.166,0.093708166,9.3708166,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,3,2,0.166,0.107095047,10.70950469,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,3,3,0.166,0.093708166,9.3708166,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,4,1,0.166,0.174029451,17.40294511,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,4,2,0.166,0.16064257,16.06425703,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,4,3,0.166,0.140562249,14.0562249,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,5,1,0.166,0.133868809,13.38688086,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,5,2,0.166,0.112449799,11.24497992,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,5,3,0.166,0.120481928,12.04819277,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,6,1,0.166,0.093708166,9.3708166,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,6,2,0.166,0.148594378,14.85943775,hemi-epiphyte,plebra,E1
la_selva,pleopeltis_bradeorum,6,3,0.166,0.080321285,8.032128514,hemi-epiphyte,plebra,E1
la_selva,polybotrya_osmundacea,1,1,2.57,0.402075227,40.2075227,climber,polosm,E1
la_selva,polybotrya_osmundacea,1,2,2.57,0.482490272,48.24902724,climber,polosm,E1
la_selva,polybotrya_osmundacea,1,3,2.57,0.457846952,45.7846952,climber,polosm,E1
la_selva,polybotrya_osmundacea,2,1,2.57,0.44228275,44.22827497,climber,polosm,E1
la_selva,polybotrya_osmundacea,2,2,2.57,0.399481193,39.94811933,climber,polosm,E1
la_selva,polybotrya_osmundacea,2,3,2.57,0.38002594,38.00259403,climber,polosm,E1
la_selva,polybotrya_osmundacea,3,1,2.57,0.383916991,38.39169909,climber,polosm,E1
la_selva,polybotrya_osmundacea,3,2,2.57,0.411154345,41.1154345,climber,polosm,E1
la_selva,polybotrya_osmundacea,3,3,2.57,0.361867704,36.18677043,climber,polosm,E1
la_selva,polybotrya_osmundacea,4,1,2.57,0.481193256,48.11932555,climber,polosm,E1
la_selva,polybotrya_osmundacea,4,2,2.57,0.486381323,48.6381323,climber,polosm,E1
la_selva,polybotrya_osmundacea,4,3,2.57,0.504539559,50.4539559,climber,polosm,E1
la_selva,polybotrya_osmundacea,5,1,2.57,0.474708171,47.47081712,climber,polosm,E1
la_selva,polybotrya_osmundacea,5,2,2.57,0.455252918,45.52529183,climber,polosm,E1
la_selva,polybotrya_osmundacea,5,3,2.57,0.490272374,49.02723735,climber,polosm,E1
la_selva,polybotrya_osmundacea,6,1,2.57,0.391699092,39.16990921,climber,polosm,E1
la_selva,polybotrya_osmundacea,6,2,2.57,0.377431907,37.74319066,climber,polosm,E1
la_selva,polybotrya_osmundacea,6,3,2.57,0.412451362,41.24513619,climber,polosm,E1
la_selva,salpichlaena_volubilis,1,1,0.16,0.215277778,21.52777778,climber,salvol,E2
la_selva,salpichlaena_volubilis,1,2,0.16,0.138888889,13.88888889,climber,salvol,E2
la_selva,salpichlaena_volubilis,1,3,0.16,0.215277778,21.52777778,climber,salvol,E2
la_selva,salpichlaena_volubilis,2,1,0.16,0.243055556,24.30555556,climber,salvol,E2
la_selva,salpichlaena_volubilis,2,2,0.16,0.166666667,16.66666667,climber,salvol,E2
la_selva,salpichlaena_volubilis,2,3,0.16,0.201388889,20.13888889,climber,salvol,E2
la_selva,salpichlaena_volubilis,3,1,0.16,0.215277778,21.52777778,climber,salvol,E2
la_selva,salpichlaena_volubilis,3,2,0.16,0.270833333,27.08333333,climber,salvol,E2
la_selva,salpichlaena_volubilis,3,3,0.16,0.236111111,23.61111111,climber,salvol,E2
la_selva,salpichlaena_volubilis,4,1,0.16,0.229166667,22.91666667,climber,salvol,E2
la_selva,salpichlaena_volubilis,4,2,0.16,0.266666667,26.66666667,climber,salvol,E2
la_selva,salpichlaena_volubilis,4,3,0.16,0.291666667,29.16666667,climber,salvol,E2
la_selva,serpocaulon_loriciforme,4,1,0.16,0.472222222,47.22222222,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,4,2,0.16,0.604166667,60.41666667,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,4,3,0.16,0.604166667,60.41666667,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,5,1,0.16,0.534722222,53.47222222,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,5,2,0.16,0.479166667,47.91666667,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,5,3,0.16,0.458333333,45.83333333,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,6,1,0.16,0.340277778,34.02777778,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,6,2,0.16,0.368055556,36.80555556,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,6,3,0.16,0.465277778,46.52777778,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,9,1,0.16,0.409722222,40.97222222,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,9,2,0.16,0.409722222,40.97222222,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,9,3,0.16,0.513888889,51.38888889,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,10,1,0.16,0.347222222,34.72222222,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,10,2,0.16,0.430555556,43.05555556,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,10,3,0.16,0.354166667,35.41666667,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,12,1,0.16,0.430555556,43.05555556,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,12,2,0.16,0.491666667,49.16666667,epiphyte,serlor,E1
la_selva,serpocaulon_loriciforme,12,3,0.16,0.541666667,54.16666667,epiphyte,serlor,E1
la_selva,tectaria_incisa,1,1,0.166,0.62248996,62.24899598,terrestrial,tecinc,E1
la_selva,tectaria_incisa,1,2,0.166,0.635876841,63.58768407,terrestrial,tecinc,E1
la_selva,tectaria_incisa,1,3,0.166,0.62248996,62.24899598,terrestrial,tecinc,E1
la_selva,tectaria_incisa,2,1,0.166,0.816599732,81.65997323,terrestrial,tecinc,E1
la_selva,tectaria_incisa,2,2,0.166,1.037483266,103.7483266,terrestrial,tecinc,E1
la_selva,tectaria_incisa,2,3,0.166,1.004016064,100.4016064,terrestrial,tecinc,E1
la_selva,tectaria_incisa,3,1,0.159,1.376659679,137.6659679,terrestrial,tecinc,E1
la_selva,tectaria_incisa,3,2,0.159,1.257861635,125.7861635,terrestrial,tecinc,E1
la_selva,tectaria_incisa,3,3,0.159,1.348707198,134.8707198,terrestrial,tecinc,E1
la_selva,tectaria_incisa,4,1,0.159,1.180992313,118.0992313,terrestrial,tecinc,E1
la_selva,tectaria_incisa,4,2,0.159,1.132075472,113.2075472,terrestrial,tecinc,E1
la_selva,tectaria_incisa,4,3,0.159,0.978336827,97.83368274,terrestrial,tecinc,E1
la_selva,tectaria_incisa,5,1,0.166,1.057563588,105.7563588,terrestrial,tecinc,E1
la_selva,tectaria_incisa,5,2,0.166,1.057563588,105.7563588,terrestrial,tecinc,E1
la_selva,tectaria_incisa,5,3,0.166,1.064257028,106.4257028,terrestrial,tecinc,E1
la_selva,tectaria_incisa,6,1,0.166,0.542168675,54.21686747,terrestrial,tecinc,E1
la_selva,tectaria_incisa,6,2,0.166,0.550200803,55.02008032,terrestrial,tecinc,E1
la_selva,tectaria_incisa,6,3,0.166,0.522088353,52.20883534,terrestrial,tecinc,E1
las_cruces,asplenium_uniseriale,1,1,0.159,0.335429769,33.54297694,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,1,2,0.159,0.461215933,46.12159329,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,1,3,0.159,0.272536688,27.25366876,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,2,1,0.159,0.167714885,16.77148847,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,2,2,0.159,0.230607966,23.06079665,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,2,3,0.159,0.167714885,16.77148847,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,3,1,0.159,0.35639413,35.639413,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,3,2,0.159,0.419287212,41.92872117,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,3,3,0.159,0.482180294,48.21802935,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,4,1,0.159,0.314465409,31.44654088,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,4,2,0.159,0.251572327,25.1572327,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,4,3,0.159,0.209643606,20.96436059,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,5,1,0.159,0.251572327,25.1572327,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,5,2,0.159,0.398322851,39.83228512,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,5,3,0.159,0.398322851,39.83228512,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,6,1,0.159,0.293501048,29.35010482,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,6,2,0.159,0.314465409,31.44654088,terrestrial,aspuni,E2
las_cruces,asplenium_uniseriale,6,3,0.159,0.35639413,35.639413,terrestrial,aspuni,E2
las_cruces,diplazium_atirrense,1,1,0.159,0.566037736,56.60377358,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,1,2,0.159,0.461215933,46.12159329,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,1,3,0.159,0.461215933,46.12159329,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,2,1,0.159,0.628930818,62.89308176,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,2,2,0.159,0.566037736,56.60377358,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,2,3,0.159,0.419287212,41.92872117,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,3,1,0.159,0.482180294,48.21802935,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,3,2,0.159,0.545073375,54.50733753,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,3,3,0.159,0.607966457,60.7966457,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,4,1,0.159,0.587002096,58.70020964,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,4,2,0.159,0.607966457,60.7966457,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,4,3,0.159,0.545073375,54.50733753,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,5,1,0.159,0.461215933,46.12159329,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,5,2,0.159,0.587002096,58.70020964,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,5,3,0.159,0.649895178,64.98951782,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,6,1,0.159,0.775681342,77.56813417,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,6,2,0.159,0.796645702,79.66457023,terrestrial,dipati,E2
las_cruces,diplazium_atirrense,6,3,0.159,0.796645702,79.66457023,terrestrial,dipati,E2
las_cruces,diplazium_prominulum,1,1,0.159,0.838574423,83.85744235,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,1,2,0.159,0.566037736,56.60377358,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,1,3,0.159,0.796645702,79.66457023,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,2,1,0.159,0.817610063,81.76100629,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,2,2,0.159,0.628930818,62.89308176,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,2,3,0.159,0.838574423,83.85744235,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,3,1,0.159,0.649895178,64.98951782,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,3,2,0.159,0.587002096,58.70020964,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,3,3,0.159,0.524109015,52.41090147,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,4,1,0.159,0.775681342,77.56813417,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,4,2,0.159,0.775681342,77.56813417,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,4,3,0.159,0.691823899,69.18238994,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,5,1,0.159,0.524109015,52.41090147,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,5,2,0.159,0.524109015,52.41090147,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,5,3,0.159,0.880503145,88.05031447,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,6,1,0.159,0.71278826,71.278826,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,6,2,0.159,0.733752621,73.37526205,terrestrial,dippro,E2
las_cruces,diplazium_prominulum,6,3,0.159,0.587002096,58.70020964,terrestrial,dippro,E2
las_cruces,dryopteris_patula,1,1,0.159,0.985324948,98.53249476,epiphyte,drypat,E1
las_cruces,dryopteris_patula,1,2,0.159,0.775681342,77.56813417,epiphyte,drypat,E1
las_cruces,dryopteris_patula,1,3,0.159,0.859538784,85.95387841,epiphyte,drypat,E1
las_cruces,dryopteris_patula,2,1,0.159,0.859538784,85.95387841,epiphyte,drypat,E1
las_cruces,dryopteris_patula,2,2,0.159,0.859538784,85.95387841,epiphyte,drypat,E1
las_cruces,dryopteris_patula,2,3,0.159,0.796645702,79.66457023,epiphyte,drypat,E1
las_cruces,dryopteris_patula,3,1,0.159,0.607966457,60.7966457,epiphyte,drypat,E1
las_cruces,dryopteris_patula,3,2,0.159,0.524109015,52.41090147,epiphyte,drypat,E1
las_cruces,dryopteris_patula,3,3,0.159,0.503144654,50.31446541,epiphyte,drypat,E1
las_cruces,dryopteris_patula,4,1,0.159,0.670859539,67.08595388,epiphyte,drypat,E1
las_cruces,dryopteris_patula,4,2,0.159,0.796645702,79.66457023,epiphyte,drypat,E1
las_cruces,dryopteris_patula,4,3,0.159,0.607966457,60.7966457,epiphyte,drypat,E1
las_cruces,dryopteris_patula,5,1,0.159,0.922431866,92.24318658,epiphyte,drypat,E1
las_cruces,dryopteris_patula,5,2,0.159,0.628930818,62.89308176,epiphyte,drypat,E1
las_cruces,dryopteris_patula,5,3,0.159,1.090146751,109.0146751,epiphyte,drypat,E1
las_cruces,dryopteris_patula,6,1,0.159,0.733752621,73.37526205,epiphyte,drypat,E1
las_cruces,dryopteris_patula,6,2,0.159,0.817610063,81.76100629,epiphyte,drypat,E1
las_cruces,dryopteris_patula,6,3,0.159,0.733752621,73.37526205,epiphyte,drypat,E1
las_cruces,elaphoglossum_decursivum,1,1,0.159,0.230607966,23.06079665,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,1,2,0.159,0.167714885,16.77148847,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,1,3,0.159,0.167714885,16.77148847,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,2,1,0.159,0.167714885,16.77148847,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,2,2,0.159,0.209643606,20.96436059,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,2,3,0.159,0.167714885,16.77148847,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,3,1,0.159,0.104821803,10.48218029,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,3,2,0.159,0.230607966,23.06079665,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,3,3,0.159,0.230607966,23.06079665,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,4,1,0.159,0.146750524,14.67505241,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,4,2,0.159,0.146750524,14.67505241,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,4,3,0.159,0.230607966,23.06079665,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,5,1,0.159,0.125786164,12.57861635,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,5,2,0.159,0.146750524,14.67505241,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,5,3,0.159,0.146750524,14.67505241,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,6,1,0.159,0.125786164,12.57861635,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,6,2,0.159,0.125786164,12.57861635,epiphyte,eladec,E1
las_cruces,elaphoglossum_decursivum,6,3,0.159,0.230607966,23.06079665,epiphyte,eladec,E1
las_cruces,lomariopsis_maxonii,1,1,0.159,0.440251572,44.02515723,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,1,2,0.159,0.482180294,48.21802935,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,1,3,0.159,0.545073375,54.50733753,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,2,1,0.159,0.419287212,41.92872117,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,2,2,0.159,0.35639413,35.639413,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,2,3,0.159,0.293501048,29.35010482,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,3,1,0.159,0.419287212,41.92872117,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,3,2,0.159,0.377358491,37.73584906,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,3,3,0.159,0.35639413,35.639413,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,4,1,0.159,0.628930818,62.89308176,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,4,2,0.159,0.607966457,60.7966457,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,4,3,0.159,0.587002096,58.70020964,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,5,1,0.159,0.398322851,39.83228512,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,5,2,0.159,0.377358491,37.73584906,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,5,3,0.159,0.377358491,37.73584906,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,6,1,0.159,0.419287212,41.92872117,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,6,2,0.159,0.440251572,44.02515723,hemi-epiphyte,lommax,E1
las_cruces,lomariopsis_maxonii,6,3,0.159,0.398322851,39.83228512,hemi-epiphyte,lommax,E1
las_cruces,nephrolepis_brownii,1,1,0.159,0.817610063,81.76100629,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,1,2,0.159,0.796645702,79.66457023,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,1,3,0.159,0.649895178,64.98951782,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,2,1,0.159,0.503144654,50.31446541,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,2,2,0.159,0.587002096,58.70020964,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,2,3,0.159,0.670859539,67.08595388,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,3,1,0.159,0.796645702,79.66457023,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,3,2,0.159,0.754716981,75.47169811,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,3,3,0.159,0.817610063,81.76100629,terrestrial,nepbro,E1
