Species,Date,CO2,Water Potential,Rhizoid Length (mm),Gametophyte Width (mm),Gametophyte Length (mm)
osm_reg,20,ac,cwp,0.14939,0.21942,0.2191
osm_reg,20,ac,cwp,0.22345,0.12683,0.14012
osm_reg,20,ec,cwp,0.20168,0.19572,0.21553
osm_reg,20,ec,cwp,0.30595,0.15424,0.18164
osm_reg,20,ec,cwp,0.28199,0.21839,0.21835
osm_reg,20,ec,cwp,0.06799,0.17107,0.24501
osm_reg,20,ec,cwp,0.15844,0.1321,0.19373
osm_reg,20,ec,cwp,0.36338,0.32052,0.32604
osm_reg,20,ec,cwp,0.22091,0.205,0.26345
osm_reg,20,ec,cwp,0.28103,0.25102,0.30823
osm_reg,20,ec,cwp,0.19474,0.18722,0.18038
osm_reg,20,ec,cwp,0.13689,0.19056,0.2078
osm_reg,20,ac,cwp,0.21278,0.15363,0.18882
osm_reg,20,ac,cwp,0.19324,0.11941,0.18054
osm_reg,20,ac,cwp,0.05102,0.12365,0.18852
osm_reg,20,ac,cwp,0.33336,0.1268,0.14745
osm_reg,20,ac,cwp,0.12109,0.11245,0.15068
osm_reg,20,ac,cwp,0.09103,0.10991,0.13164
osm_reg,20,ac,cwp,0.09089,0.18004,0.24841
osm_reg,20,ac,cwp,0.16026,0.21285,0.18868
osm_reg,20,ec,cwp,0.07759,0.04866,0.03505
osm_reg,20,ec,cwp,0.04476,0.0366,0.03759
osm_reg,20,ec,cwp,0.07004,0.03905,0.02749
osm_reg,20,ec,cwp,0.04953,0.04678,0.05067
osm_reg,20,ec,cwp,0.03004,0.04442,0.04784
osm_reg,20,ec,cwp,0.13582,0.06635,0.04914
osm_reg,20,ec,cwp,0.03582,0.05952,0.05529
osm_reg,20,ec,cwp,0.0258,0.06241,0.07601
osm_reg,20,ec,cwp,0,0.0544,0.06265
osm_reg,28,ac,cwp,0.27533,0.3142,0.28589
osm_reg,28,ac,cwp,0.16253,0.30681,0.22749
osm_reg,28,ac,cwp,0.22174,0.37171,0.33139
osm_reg,28,ac,cwp,0.40891,0.28139,0.22197
osm_reg,28,ac,cwp,0.15661,0.30436,0.24648
osm_reg,28,ac,cwp,0.22572,0.26747,0.22559
osm_reg,28,ac,cwp,0.2664,0.34127,0.33704
osm_reg,28,ac,cwp,0.30798,0.29613,0.28333
osm_reg,28,ac,cwp,0.25971,0.39412,0.294
osm_reg,28,ac,cwp,0.2129,0.24837,0.2664
osm_reg,28,ec,cwp,0.33183,0.31717,0.24989
osm_reg,28,ec,cwp,0.17636,0.29336,0.34843
osm_reg,28,ec,cwp,0.17792,0.28995,0.27253
osm_reg,28,ec,cwp,0.28258,0.29747,0.29266
osm_reg,28,ec,cwp,0.19026,0.15938,0.22376
osm_reg,28,ec,cwp,0.1976,0.38331,0.5087
osm_reg,28,ec,cwp,0.09273,0.38027,0.55502
osm_reg,28,ec,cwp,0.11713,0.29855,0.48002
osm_reg,28,ec,cwp,0.33248,0.27864,0.30641
osm_reg,28,ec,cwp,0.26928,0.2187,0.27331
osm_reg,28,ac,cwp,0.19287,0.13723,0.16096
osm_reg,28,ac,cwp,0.20333,0.14417,0.1677
osm_reg,28,ac,cwp,0.35576,0.0902,0.15445
osm_reg,28,ac,cwp,0.31813,0.18004,0.19751
osm_reg,28,ac,cwp,0.29621,0.12565,0.21705
osm_reg,28,ac,cwp,0.3584,0.19181,0.22935
osm_reg,28,ac,cwp,0.23754,0.3511,0.32393
osm_reg,28,ac,cwp,0.30963,0.35097,0.38714
osm_reg,28,ec,cwp,0.04218,0.04919,0.05161
osm_reg,28,ec,cwp,0.02488,0.0557,0.03881
osm_reg,28,ec,cwp,0.0602,0.04272,0.05418
osm_reg,28,ec,cwp,0.03252,0.0534,0.03419
osm_reg,28,ec,cwp,0.04451,0.064,0.04269
osm_reg,28,ec,cwp,0.03912,0.06197,0.05206
osm_reg,28,ec,cwp,0.02802,0.05918,0.05693
osm_reg,28,ec,cwp,0.03048,0.04813,0.06361
osm_reg,28,ec,cwp,0.02693,0.03663,0.05495
osm_reg,33,ac,cwp,0.29095,0.44525,0.38139
osm_reg,33,ac,cwp,0.26121,0.33422,0.3341
osm_reg,33,ac,cwp,0.2007,0.40036,0.26234
osm_reg,33,ac,cwp,0.2286,0.32307,0.33241
osm_reg,33,ac,cwp,0.09973,0.15769,0.15905
osm_reg,33,ac,cwp,0.34682,0.30715,0.28836
osm_reg,33,ac,cwp,0.38395,0.27456,0.37052
osm_reg,33,ac,cwp,0.14835,0.26821,0.32087
osm_reg,33,ac,cwp,0.2382,0.37564,0.3348
osm_reg,33,ac,cwp,0.21093,0.26745,0.23316
osm_reg,33,ec,cwp,0.2207,0.23456,0.23984
osm_reg,33,ec,cwp,0.2729,0.21773,0.2548
osm_reg,33,ec,cwp,0.13733,0.23573,0.23448
osm_reg,33,ec,cwp,0.1756,0.21686,0.24422
osm_reg,33,ec,cwp,0.19758,0.25113,0.33091
osm_reg,33,ec,cwp,0.15232,0.23222,0.22067
osm_reg,33,ec,cwp,0.14813,0.15092,0.18142
osm_reg,33,ec,cwp,0.10857,0.20056,0.23583
osm_reg,33,ec,cwp,0.28397,0.33413,0.37918
osm_reg,33,ec,cwp,0.23721,0.28937,0.26312
osm_reg,33,ac,cwp,0.26874,0.1061,0.24976
osm_reg,33,ac,cwp,0.24499,0.14287,0.1829
osm_reg,33,ac,cwp,0.19811,0.15087,0.2159
osm_reg,33,ac,cwp,0.14405,0.21258,0.22112
osm_reg,33,ac,cwp,0.25897,0.19169,0.18962
osm_reg,33,ac,cwp,0.30597,0.21424,0.22066
osm_reg,33,ac,cwp,0.28368,0.22797,0.21019
osm_reg,33,ac,cwp,0.25995,0.1922,0.14588
osm_reg,33,ec,cwp,0.0811,0.05748,0.04201
osm_reg,33,ec,cwp,0.0882,0.05359,0.03487
osm_reg,33,ec,cwp,0.03353,0.04472,0.03044
osm_reg,33,ec,cwp,0.02565,0.03973,0.03508
osm_reg,33,ec,cwp,0.03639,0.05375,0.03591
osm_reg,33,ec,cwp,0.07353,0.04544,0.0509
osm_reg,33,ec,cwp,0.04945,0.07335,0.0404
osm_reg,33,ec,cwp,0.01988,0.04959,0.06933
osm_reg,33,ec,cwp,0.05376,0.06319,0.07585
osm_reg,40,ac,cwp,0.44149,0.7531,0.5099
osm_reg,40,ac,cwp,0.41514,0.76837,0.60259
osm_reg,40,ac,cwp,0.68327,0.69199,0.56578
osm_reg,40,ac,cwp,0.26903,0.22465,0.21462
osm_reg,40,ac,cwp,0.33699,0.37559,0.38774
osm_reg,40,ac,cwp,0.32541,0.34127,0.3162
osm_reg,40,ac,cwp,0.47705,0.60668,0.46027
osm_reg,40,ac,cwp,0.30364,0.39533,0.58728
osm_reg,40,ac,cwp,0.44246,0.734,0.51734
osm_reg,40,ac,cwp,0.56592,0.46811,0.46504
osm_reg,40,ec,cwp,0.28282,0.39616,0.28147
osm_reg,40,ec,cwp,0.18313,0.44865,0.31179
osm_reg,40,ec,cwp,0.1833,0.41281,0.37971
osm_reg,40,ec,cwp,0.32414,0.36842,0.33943
osm_reg,40,ec,cwp,0.3409,0.40172,0.35298
osm_reg,40,ec,cwp,0.39519,0.57609,0.69304
osm_reg,40,ec,cwp,0.6154,0.58083,0.47883
osm_reg,40,ec,cwp,0.13654,0.52427,0.41302
osm_reg,40,ec,cwp,0.24755,0.36993,0.39106
osm_reg,40,ec,cwp,0.38651,0.36327,0.34373
osm_reg,40,ac,cwp,0.08894,0.11396,0.14918
osm_reg,40,ac,cwp,0.15893,0.16307,0.21834
osm_reg,40,ac,cwp,0.06524,0.11461,0.21365
osm_reg,40,ac,cwp,0.31894,0.27283,0.25678
osm_reg,40,ac,cwp,0.16168,0.21044,0.21652
osm_reg,40,ac,cwp,0.13888,0.13995,0.18344
osm_reg,40,ac,cwp,0.44448,0.4216,0.39943
osm_reg,40,ac,cwp,0.56788,0.43677,0.48161
osm_reg,40,ec,cwp,0.04184,0.03665,0.0432
osm_reg,40,ec,cwp,0.05862,0.03419,0.05532
osm_reg,40,ec,cwp,0.0386,0.03629,0.03563
osm_reg,40,ec,cwp,0.02963,0.04029,0.04956
osm_reg,40,ec,cwp,0.01046,0.05169,0.05037
osm_reg,40,ec,cwp,0.05291,0.03335,0.03902
osm_reg,40,ec,cwp,0.04727,0.04762,0.08061
osm_reg,40,ec,cwp,0.044,0.05116,0.06025
osm_reg,40,ec,cwp,0.01024,0.04377,0.03216
